SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,TLCServer.registerWorker(..),DiskFPSet.put(..),TLCServer.intern(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.isDone(),TLCServer.getPreprocess(),TLCWorkerSmartProxy.isAlive(),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),FPSet.getStatesSeen(),.Proxy2.isAlive(),.Proxy2.exit(),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),FPSet.putBlock(..),MultiFPSet.contains(..),.Proxy2.getURI(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),MultiFPSet.put(..),MultiFPSet.size(),TLCServer.getSpecFileName(),
l14_n6,/tmp/19321/spec/l14_n6,1,2,1,Mon Jun 18 17:43:33 UTC 2012,Mon Jun 18 17:43:36 UTC 2012,Mon Jun 18 18:29:49 UTC 2012,Mon Jun 18 18:29:49 UTC 2012,2772,262144,2,1176657,860,3,162,48,2,48,6,2,162,46,48,2,2,1572864,162,1572864,4,98,2,162,1176657,49,3,
