SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.isDone(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l14_n6,/mnt/tlc/30442/spec/l14_n6,1,2,1,Mon Aug 06 16:48:08 UTC 2012,Mon Aug 06 16:48:11 UTC 2012,Mon Aug 06 17:32:57 UTC 2012,Mon Aug 06 17:32:58 UTC 2012,2685,0,2,2,2,2,860,3,45,45,2,4,11,155,6,2,155,45,3,
