SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n6,/tmp/8502/spec/l10_n6,1,8,8,Thu Aug 16 12:10:58 UTC 2012,Thu Aug 16 12:11:01 UTC 2012,Thu Aug 16 12:11:44 UTC 2012,Thu Aug 16 12:11:46 UTC 2012,43,262144,8,1,8,1,430,2,1,16,1,515,3,1,8,515,2,
