SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.getPreprocess(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l12_n6,/tmp/5341/spec/l12_n6,1,6,1,Thu Jun 16 15:56:25 UTC 2011,Thu Jun 16 15:56:28 UTC 2011,Thu Jun 16 16:07:53 UTC 2011,Thu Jan 01 00:11:24 UTC 1970,262144,6,979815,6,6,1572864,2580,378,7,378,6,3,6,378,18,6,7,
