SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCWorkerSmartProxy.getCacheRateRatio(),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n8,/mnt/tlc/1479/spec/l10_n8,1,16,8,Fri Aug 31 18:59:05 UTC 2012,Fri Aug 31 18:59:07 UTC 2012,Fri Aug 31 19:24:18 UTC 2012,Fri Aug 31 19:24:39 UTC 2012,1510,16777216,16,2,16,2,858,3,2,32,7,4626,6,4626,2,480,4626,4626,3,
