WorkerName,StatesReceived,StatesComputed
rmi://ip-10-31-133-196.ec2.internal:34329,1031203,474688
rmi://ip-10-31-133-196.ec2.internal:34329,1028662,468616
rmi://ip-10-31-128-235.ec2.internal:45943,1067635,613417
rmi://ip-10-31-133-196.ec2.internal:34329,1030433,428119
rmi://ip-10-31-133-196.ec2.internal:34329,1031598,452408
rmi://ip-10-31-133-196.ec2.internal:34329,1029409,497533
rmi://ip-10-31-133-196.ec2.internal:34329,1030396,489675
rmi://ip-10-31-128-235.ec2.internal:45943,1065644,640038
rmi://ip-10-31-128-235.ec2.internal:45943,1064161,651667
rmi://ip-10-31-133-196.ec2.internal:34329,1030895,514730
rmi://ip-10-31-128-235.ec2.internal:45943,1065708,638816
rmi://ip-10-31-128-235.ec2.internal:45943,1064826,653713
rmi://ip-10-31-128-235.ec2.internal:45943,1067288,674049
rmi://ip-10-31-128-235.ec2.internal:45943,1067723,604808
rmi://ip-10-31-133-196.ec2.internal:34329,1034069,439931
rmi://ip-10-31-128-235.ec2.internal:45943,1067566,631247
