WorkerName,StatesReceived,StatesComputed
rmi://ip-10-31-135-96.ec2.internal:49823,66999709,129724539
rmi://ip-10-31-135-96.ec2.internal:49823,67354574,130181884
rmi://ip-10-31-128-208.ec2.internal:33544,67291626,126800772
rmi://ip-10-31-128-208.ec2.internal:33544,66849465,126285455
rmi://ip-10-31-128-208.ec2.internal:33544,67217412,127168775
rmi://ip-10-31-128-208.ec2.internal:33544,67558200,127205880
rmi://ip-10-31-135-96.ec2.internal:49823,65743761,128594094
rmi://ip-10-31-135-96.ec2.internal:49823,68062802,130269921
rmi://ip-10-31-135-96.ec2.internal:49823,66912811,129657446
rmi://ip-10-31-135-96.ec2.internal:49823,66836726,130221068
rmi://ip-10-31-128-208.ec2.internal:33544,67170419,126722842
rmi://ip-10-31-128-208.ec2.internal:33544,67287636,127147168
rmi://ip-10-31-128-208.ec2.internal:33544,67583872,126755397
rmi://ip-10-31-135-96.ec2.internal:49823,67162689,129797770
rmi://ip-10-31-128-208.ec2.internal:33544,66964171,126549244
rmi://ip-10-31-135-96.ec2.internal:49823,66745951,129128753
