SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.isDone(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getCacheRateRatio(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l4_n10,/mnt/tlc/3534/spec/l4_n10,1,16,8,Sat Aug 18 17:20:39 UTC 2012,Sat Aug 18 17:20:44 UTC 2012,Sat Aug 18 20:29:33 UTC 2012,Sat Aug 18 20:32:31 UTC 2012,11328,1073741824,16,16,2,860,3,2,13,2,32,40,133517,6,2,133517,3632,133517,133517,13,3,
