SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.isDone(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getCacheRateRatio(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l4_n10,/mnt/tlc/3173/spec/l4_n10,1,16,8,Mon Aug 20 10:21:11 UTC 2012,Mon Aug 20 10:21:16 UTC 2012,Mon Aug 20 13:28:36 UTC 2012,Mon Aug 20 13:31:38 UTC 2012,11239,1073741824,16,16,2,860,3,4,40,2,32,40,133597,6,2,133597,3616,133597,133597,40,3,
