WorkerName,StatesReceived,StatesComputed
rmi://ip-10-31-137-3.ec2.internal:34066,67944742,130980220
rmi://ip-10-31-131-49.ec2.internal:49208,67798141,131087817
rmi://ip-10-31-131-49.ec2.internal:49208,67936172,131011866
rmi://ip-10-31-131-49.ec2.internal:49208,67750432,131086838
rmi://ip-10-31-131-49.ec2.internal:49208,67815559,131248386
rmi://ip-10-31-137-3.ec2.internal:34066,64186453,128004137
rmi://ip-10-31-137-3.ec2.internal:34066,67750294,130357103
rmi://ip-10-31-131-49.ec2.internal:49208,64846540,128052156
rmi://ip-10-31-137-3.ec2.internal:34066,67746065,130670574
rmi://ip-10-31-137-3.ec2.internal:34066,64508186,127825992
rmi://ip-10-31-137-3.ec2.internal:34066,67527004,130188273
rmi://ip-10-31-131-49.ec2.internal:49208,67879716,131188036
rmi://ip-10-31-137-3.ec2.internal:34066,67600832,130762995
rmi://ip-10-31-137-3.ec2.internal:34066,67228830,130912882
rmi://ip-10-31-131-49.ec2.internal:49208,67463357,130859968
rmi://ip-10-31-131-49.ec2.internal:49208,67759501,130788039
