WorkerName,StatesReceived,StatesComputed
rmi://bordeplage-39.bordeaux.grid5000.fr:34735,2973,6427
rmi://bordeplage-27.bordeaux.grid5000.fr:39920,2926,6651
rmi://bordeplage-42.bordeaux.grid5000.fr:50976,2799,5914
rmi://bordeplage-41.bordeaux.grid5000.fr:51222,3041,7871
rmi://bordeplage-43.bordeaux.grid5000.fr:43396,2941,6720
rmi://bordeplage-29.bordeaux.grid5000.fr:34004,2794,6350
rmi://bordeplage-48.bordeaux.grid5000.fr:55276,2837,6233
rmi://bordeplage-4.bordeaux.grid5000.fr:60011,3229,7903
rmi://bordeplage-33.bordeaux.grid5000.fr:34339,2820,6450
rmi://bordeplage-3.bordeaux.grid5000.fr:38883,2694,5795
rmi://bordeplage-44.bordeaux.grid5000.fr:33247,2597,5930
rmi://bordeplage-35.bordeaux.grid5000.fr:36726,2777,7069
rmi://bordeplage-34.bordeaux.grid5000.fr:44240,2841,6460
rmi://bordeplage-32.bordeaux.grid5000.fr:33251,2779,5734
rmi://bordeplage-37.bordeaux.grid5000.fr:53471,2654,5325
rmi://bordeplage-40.bordeaux.grid5000.fr:48970,2841,6516
rmi://bordeplage-2.bordeaux.grid5000.fr:33653,2874,6061
rmi://bordeplage-36.bordeaux.grid5000.fr:45869,2933,6565
rmi://bordeplage-38.bordeaux.grid5000.fr:55973,2680,5395
rmi://bordeplage-25.bordeaux.grid5000.fr:37778,2771,6241
rmi://bordeplage-28.bordeaux.grid5000.fr:57307,2884,6144
rmi://bordeplage-30.bordeaux.grid5000.fr:52405,2848,5865
rmi://bordeplage-45.bordeaux.grid5000.fr:33521,2825,4896
rmi://bordeplage-21.bordeaux.grid5000.fr:56614,2981,6853
rmi://bordeplage-20.bordeaux.grid5000.fr:38167,2935,6346
rmi://bordeplage-47.bordeaux.grid5000.fr:41188,2796,6556
rmi://bordereau-15.bordeaux.grid5000.fr:55037,3250,8671
rmi://bordeplage-23.bordeaux.grid5000.fr:52038,2796,5298
rmi://bordeplage-50.bordeaux.grid5000.fr:38968,2771,5904
rmi://bordeplage-24.bordeaux.grid5000.fr:51655,2744,5283
rmi://bordereau-27.bordeaux.grid5000.fr:49714,3306,9915
rmi://bordeplage-5.bordeaux.grid5000.fr:51457,2785,5822
rmi://bordeplage-22.bordeaux.grid5000.fr:49467,2774,5542
rmi://bordeplage-51.bordeaux.grid5000.fr:51312,2750,5670
rmi://bordeplage-26.bordeaux.grid5000.fr:44780,2751,6176
rmi://bordereau-19.bordeaux.grid5000.fr:48136,3324,10396
rmi://bordeplage-7.bordeaux.grid5000.fr:60410,2941,7221
rmi://bordereau-54.bordeaux.grid5000.fr:35206,3035,7609
rmi://bordereau-47.bordeaux.grid5000.fr:44236,3270,11163
rmi://bordereau-42.bordeaux.grid5000.fr:47789,3339,10191
rmi://bordereau-17.bordeaux.grid5000.fr:39479,3287,10855
rmi://bordereau-29.bordeaux.grid5000.fr:38271,3281,9384
rmi://bordereau-35.bordeaux.grid5000.fr:41175,3197,9671
rmi://bordereau-71.bordeaux.grid5000.fr:56666,3325,9655
rmi://bordeplage-46.bordeaux.grid5000.fr:47781,2705,5265
rmi://bordeplage-6.bordeaux.grid5000.fr:42803,3142,8067
rmi://bordereau-80.bordeaux.grid5000.fr:48254,3144,9887
rmi://bordereau-74.bordeaux.grid5000.fr:58837,3386,11344
rmi://bordereau-5.bordeaux.grid5000.fr:34776,3271,10077
rmi://bordereau-63.bordeaux.grid5000.fr:60159,3395,10739
rmi://bordereau-61.bordeaux.grid5000.fr:44546,3434,11203
rmi://bordereau-52.bordeaux.grid5000.fr:46302,3361,10732
rmi://bordereau-69.bordeaux.grid5000.fr:49712,3116,8364
rmi://bordereau-50.bordeaux.grid5000.fr:44329,3138,8804
rmi://bordereau-66.bordeaux.grid5000.fr:34760,3212,8169
rmi://bordereau-76.bordeaux.grid5000.fr:56524,3317,10933
rmi://bordereau-59.bordeaux.grid5000.fr:56093,3258,8454
rmi://bordereau-58.bordeaux.grid5000.fr:41237,3288,9834
rmi://bordereau-44.bordeaux.grid5000.fr:34848,3187,9024
rmi://bordereau-65.bordeaux.grid5000.fr:46789,3334,10336
rmi://bordereau-7.bordeaux.grid5000.fr:36719,3290,10292
rmi://bordereau-51.bordeaux.grid5000.fr:52247,3328,10986
rmi://bordereau-81.bordeaux.grid5000.fr:59678,3158,8588
rmi://bordereau-46.bordeaux.grid5000.fr:49274,3149,8456
rmi://bordereau-53.bordeaux.grid5000.fr:43703,3319,10588
rmi://bordereau-67.bordeaux.grid5000.fr:51534,3315,9868
rmi://bordereau-77.bordeaux.grid5000.fr:55651,3206,9783
rmi://bordereau-70.bordeaux.grid5000.fr:57263,3272,9586
rmi://bordereau-82.bordeaux.grid5000.fr:40770,3101,9503
rmi://bordereau-84.bordeaux.grid5000.fr:51742,3323,9787
rmi://borderline-5.bordeaux.grid5000.fr:46863,3243,9631
rmi://borderline-10.bordeaux.grid5000.fr:53781,3383,10547
rmi://bordereau-89.bordeaux.grid5000.fr:39448,3282,10120
rmi://bordereau-87.bordeaux.grid5000.fr:52670,3370,11207
rmi://borderline-6.bordeaux.grid5000.fr:37375,3265,9417
rmi://bordereau-86.bordeaux.grid5000.fr:59968,3308,11236
rmi://borderline-7.bordeaux.grid5000.fr:60070,3319,10680
rmi://borderline-3.bordeaux.grid5000.fr:50785,3115,8014
rmi://borderline-4.bordeaux.grid5000.fr:54239,3211,8685
rmi://borderline-9.bordeaux.grid5000.fr:44791,3244,9701
rmi://borderline-1.bordeaux.grid5000.fr:33048,3249,9727
rmi://bordereau-9.bordeaux.grid5000.fr:50706,3277,10038
rmi://borderline-8.bordeaux.grid5000.fr:58153,3107,7872
rmi://borderline-2.bordeaux.grid5000.fr:46060,3362,11024
rmi://bordereau-8.bordeaux.grid5000.fr:52994,3264,9037
