WorkerName,StatesReceived,StatesComputed
rmi://bordereau-29.bordeaux.grid5000.fr:33635,13398,45878
rmi://bordereau-42.bordeaux.grid5000.fr:54221,12973,40333
rmi://bordereau-48.bordeaux.grid5000.fr:60607,13197,46127
rmi://bordereau-44.bordeaux.grid5000.fr:53152,13269,41124
rmi://bordereau-26.bordeaux.grid5000.fr:39334,12800,42774
rmi://bordereau-37.bordeaux.grid5000.fr:42183,13111,42770
rmi://bordereau-33.bordeaux.grid5000.fr:55041,13231,45955
rmi://bordereau-28.bordeaux.grid5000.fr:33975,12969,40777
rmi://bordereau-35.bordeaux.grid5000.fr:38568,12912,42826
rmi://bordereau-3.bordeaux.grid5000.fr:34472,12992,44394
rmi://bordereau-46.bordeaux.grid5000.fr:44917,12984,42207
rmi://bordereau-43.bordeaux.grid5000.fr:41694,13270,43910
rmi://bordereau-38.bordeaux.grid5000.fr:42013,12948,42482
rmi://bordereau-47.bordeaux.grid5000.fr:38088,12845,39008
rmi://bordereau-39.bordeaux.grid5000.fr:43930,13025,40940
rmi://bordereau-31.bordeaux.grid5000.fr:55749,13322,46094
rmi://bordereau-36.bordeaux.grid5000.fr:33455,13429,44272
rmi://bordereau-27.bordeaux.grid5000.fr:50449,13054,38519
rmi://bordereau-32.bordeaux.grid5000.fr:57688,13437,44516
rmi://bordereau-45.bordeaux.grid5000.fr:46671,12978,39014
