WorkerName,StatesReceived,StatesComputed
rmi://bordereau-58.bordeaux.grid5000.fr:40874,3787,7603
rmi://bordereau-64.bordeaux.grid5000.fr:34399,3842,9573
rmi://bordereau-45.bordeaux.grid5000.fr:39314,3797,9576
rmi://bordereau-68.bordeaux.grid5000.fr:45870,3721,7370
rmi://bordereau-44.bordeaux.grid5000.fr:36392,3842,10583
rmi://borderline-4.bordeaux.grid5000.fr:39035,3814,9902
rmi://bordereau-87.bordeaux.grid5000.fr:39080,3917,11020
rmi://bordereau-84.bordeaux.grid5000.fr:52345,3838,10624
rmi://bordereau-3.bordeaux.grid5000.fr:41537,3879,10196
rmi://bordereau-56.bordeaux.grid5000.fr:52517,3803,8039
rmi://bordereau-6.bordeaux.grid5000.fr:38094,3879,9140
rmi://bordereau-48.bordeaux.grid5000.fr:57357,3949,12223
rmi://bordereau-70.bordeaux.grid5000.fr:35428,3870,11168
rmi://bordereau-66.bordeaux.grid5000.fr:45418,3788,10519
rmi://bordereau-88.bordeaux.grid5000.fr:48752,3908,11580
rmi://bordereau-8.bordeaux.grid5000.fr:51080,3927,10148
rmi://bordereau-72.bordeaux.grid5000.fr:46326,3886,10808
rmi://bordereau-52.bordeaux.grid5000.fr:38977,3830,8858
rmi://bordereau-46.bordeaux.grid5000.fr:42862,3941,11401
rmi://bordereau-53.bordeaux.grid5000.fr:50593,3885,10027
rmi://bordereau-61.bordeaux.grid5000.fr:51729,3863,10213
rmi://bordereau-92.bordeaux.grid5000.fr:53038,3792,8360
rmi://bordereau-43.bordeaux.grid5000.fr:58492,3814,10156
rmi://bordereau-65.bordeaux.grid5000.fr:45316,3810,8701
rmi://bordereau-38.bordeaux.grid5000.fr:48171,3885,10005
rmi://bordereau-90.bordeaux.grid5000.fr:39415,3895,10394
rmi://bordereau-89.bordeaux.grid5000.fr:43968,3866,10626
rmi://bordereau-7.bordeaux.grid5000.fr:56274,3876,9341
rmi://bordereau-73.bordeaux.grid5000.fr:51969,3903,9211
rmi://bordereau-77.bordeaux.grid5000.fr:46664,3740,9233
rmi://bordereau-80.bordeaux.grid5000.fr:58390,3856,10109
rmi://bordereau-71.bordeaux.grid5000.fr:50693,4012,11548
rmi://bordereau-47.bordeaux.grid5000.fr:56914,3904,12695
rmi://bordereau-86.bordeaux.grid5000.fr:40762,3750,9181
rmi://bordereau-63.bordeaux.grid5000.fr:48041,3851,9764
rmi://bordereau-9.bordeaux.grid5000.fr:43203,3812,9363
rmi://bordereau-55.bordeaux.grid5000.fr:56054,3740,8442
rmi://bordereau-50.bordeaux.grid5000.fr:58645,3882,10582
rmi://borderline-1.bordeaux.grid5000.fr:37852,3909,11111
rmi://bordereau-62.bordeaux.grid5000.fr:56488,3758,7835
rmi://bordereau-69.bordeaux.grid5000.fr:41786,3910,10331
rmi://bordereau-54.bordeaux.grid5000.fr:58857,3971,12097
rmi://bordereau-75.bordeaux.grid5000.fr:49258,3851,9446
rmi://borderline-3.bordeaux.grid5000.fr:43558,3890,9755
rmi://bordereau-93.bordeaux.grid5000.fr:38510,3913,11524
rmi://bordereau-39.bordeaux.grid5000.fr:35545,3968,12305
rmi://bordereau-51.bordeaux.grid5000.fr:42731,3851,9077
rmi://bordereau-49.bordeaux.grid5000.fr:47256,3898,10808
rmi://bordereau-5.bordeaux.grid5000.fr:40798,3729,7893
rmi://borderline-2.bordeaux.grid5000.fr:57328,3821,9989
rmi://bordereau-78.bordeaux.grid5000.fr:54721,3872,9847
rmi://bordereau-67.bordeaux.grid5000.fr:56031,3870,10518
rmi://bordereau-60.bordeaux.grid5000.fr:33558,3868,11154
rmi://bordereau-74.bordeaux.grid5000.fr:57926,3855,9940
rmi://bordereau-59.bordeaux.grid5000.fr:51370,3813,9180
rmi://bordereau-42.bordeaux.grid5000.fr:42362,3816,9159
rmi://bordereau-85.bordeaux.grid5000.fr:54317,3856,10801
rmi://bordereau-76.bordeaux.grid5000.fr:56431,3711,7122
rmi://borderline-9.bordeaux.grid5000.fr:39497,3817,11915
rmi://borderline-8.bordeaux.grid5000.fr:48526,3864,9964
rmi://borderline-10.bordeaux.grid5000.fr:49831,3925,11345
rmi://bordereau-91.bordeaux.grid5000.fr:36040,3781,10067
rmi://borderline-7.bordeaux.grid5000.fr:41668,3668,8015
rmi://bordereau-83.bordeaux.grid5000.fr:40226,3955,12789
rmi://borderline-6.bordeaux.grid5000.fr:43270,3890,10115
rmi://bordereau-81.bordeaux.grid5000.fr:58085,3950,12331
rmi://borderline-5.bordeaux.grid5000.fr:52103,3862,10296
rmi://bordereau-82.bordeaux.grid5000.fr:33655,3948,11348
