WorkerName,StatesReceived,StatesComputed
rmi://paradent-9.rennes.grid5000.fr:54555,8411,28877
rmi://paramount-13.rennes.grid5000.fr:40391,7807,23768
rmi://paramount-27.rennes.grid5000.fr:40567,7784,22253
rmi://paramount-11.rennes.grid5000.fr:54682,7798,23256
rmi://paramount-23.rennes.grid5000.fr:48584,7794,22995
rmi://paradent-6.rennes.grid5000.fr:60294,8417,28568
rmi://paramount-2.rennes.grid5000.fr:35735,7768,21374
rmi://paramount-10.rennes.grid5000.fr:45331,7795,21043
rmi://paramount-12.rennes.grid5000.fr:57433,7807,24117
rmi://paramount-28.rennes.grid5000.fr:40817,7778,24343
rmi://paramount-5.rennes.grid5000.fr:53313,7770,19325
rmi://paramount-33.rennes.grid5000.fr:34767,7743,22018
rmi://paramount-15.rennes.grid5000.fr:60024,7806,21489
rmi://paramount-22.rennes.grid5000.fr:52439,7763,20944
rmi://paradent-7.rennes.grid5000.fr:42395,8423,30572
rmi://paramount-18.rennes.grid5000.fr:35445,7814,21650
rmi://paramount-26.rennes.grid5000.fr:57325,7789,23756
rmi://paramount-25.rennes.grid5000.fr:54641,7768,23001
rmi://paramount-30.rennes.grid5000.fr:39905,7780,21437
rmi://paramount-32.rennes.grid5000.fr:44224,7752,21326
rmi://paramount-8.rennes.grid5000.fr:33967,7784,25214
rmi://paramount-24.rennes.grid5000.fr:52660,7792,21011
rmi://paramount-29.rennes.grid5000.fr:50165,7394,17369
rmi://paramount-1.rennes.grid5000.fr:53174,7785,22150
rmi://paramount-3.rennes.grid5000.fr:58188,7784,20090
rmi://parapluie-25.rennes.grid5000.fr:35871,5470,6557
rmi://paramount-6.rennes.grid5000.fr:51490,8678,31438
rmi://paramount-9.rennes.grid5000.fr:45988,7771,24570
rmi://parapluie-26.rennes.grid5000.fr:60011,5533,7681
rmi://parapluie-3.rennes.grid5000.fr:40808,5514,5808
rmi://parapluie-5.rennes.grid5000.fr:50103,5533,7228
rmi://parapluie-21.rennes.grid5000.fr:45036,5533,6695
rmi://parapluie-1.rennes.grid5000.fr:32979,5533,6489
rmi://parapluie-10.rennes.grid5000.fr:46064,5485,6054
rmi://parapluie-9.rennes.grid5000.fr:54264,5524,7193
rmi://parapluie-8.rennes.grid5000.fr:48924,5464,6294
