SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCWorkerSmartProxy.getCacheRateRatio(),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l1_n32_k2,/mnt/tlc/3320/spec/l1_n32_k2,1,64,8,Thu Aug 23 19:28:41 UTC 2012,Thu Aug 23 19:28:44 UTC 2012,Fri Aug 24 19:47:24 UTC 2012,Fri Aug 24 19:56:43 UTC 2012,87519,4294967296,64,8,64,8,3432,9,496,8,128,310,525334,24,525334,8,112512,525334,525334,496,9,
