WorkerName,StatesReceived,StatesComputed
rmi://ip-10-31-128-67.ec2.internal:44121,33855074,9197761
rmi://ip-10-29-139-96.ec2.internal:35184,33602310,8489880
rmi://ip-10-31-130-207.ec2.internal:34625,34133488,9721418
rmi://ip-10-157-10-47.ec2.internal:38100,32619165,6359459
rmi://ip-10-31-130-207.ec2.internal:34625,34144206,9858759
rmi://ip-10-31-130-207.ec2.internal:34625,34166967,9763453
rmi://ip-10-31-130-207.ec2.internal:34625,33935579,9433088
rmi://ip-10-29-139-96.ec2.internal:35184,33647376,8610965
rmi://ip-10-31-128-67.ec2.internal:44121,33767343,8840113
rmi://ip-10-31-128-67.ec2.internal:44121,33879271,9213491
rmi://ip-10-31-128-67.ec2.internal:44121,33859109,9163589
rmi://ip-10-31-130-207.ec2.internal:34625,34210602,9931703
rmi://ip-10-31-130-207.ec2.internal:34625,34116479,9744928
rmi://ip-10-31-128-67.ec2.internal:44121,33781427,8936277
rmi://ip-10-29-139-96.ec2.internal:35184,33605897,8513903
rmi://ip-10-157-10-47.ec2.internal:38100,32630813,6482503
rmi://ip-10-157-10-47.ec2.internal:38100,32600670,6397496
rmi://ip-10-29-139-96.ec2.internal:35184,33597065,8489940
rmi://ip-10-29-139-96.ec2.internal:35184,33595363,8590806
rmi://ip-10-29-139-96.ec2.internal:35184,33598951,8369413
rmi://ip-10-31-130-207.ec2.internal:34625,34167371,9829333
rmi://ip-10-31-128-67.ec2.internal:44121,33912114,9175982
rmi://ip-10-31-128-67.ec2.internal:44121,33813105,9045511
rmi://ip-10-29-139-96.ec2.internal:35184,33588181,8482521
rmi://ip-10-29-139-96.ec2.internal:35184,33671468,8615305
rmi://ip-10-157-10-47.ec2.internal:38100,32635801,6543729
rmi://ip-10-31-130-207.ec2.internal:34625,34175174,9860319
rmi://ip-10-157-10-47.ec2.internal:38100,32635428,6493255
rmi://ip-10-157-10-47.ec2.internal:38100,32620541,6419982
rmi://ip-10-31-128-67.ec2.internal:44121,33897979,9100537
rmi://ip-10-157-10-47.ec2.internal:38100,32635963,6489503
rmi://ip-10-157-10-47.ec2.internal:38100,32641544,6423816
