SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCWorkerSmartProxy.getCacheRateRatio(),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l12_n10,/mnt/tlc/3289/spec/l12_n10,1,32,8,Sat Aug 25 08:51:09 UTC 2012,Sat Aug 25 08:51:12 UTC 2012,Tue Aug 28 11:15:31 UTC 2012,Tue Aug 28 11:17:07 UTC 2012,267859,1073741824,32,4,32,4,1720,5,10886,4,64,910,254163,12,254163,4,171776,254163,254163,10886,5,
