WorkerName,StatesReceived,StatesComputed
rmi://paradent-28.rennes.grid5000.fr:39117,3257,8415
rmi://paradent-29.rennes.grid5000.fr:53895,3258,9322
rmi://paradent-25.rennes.grid5000.fr:45730,3254,10172
rmi://paradent-18.rennes.grid5000.fr:38387,3246,9742
rmi://paradent-31.rennes.grid5000.fr:33533,3245,8211
rmi://paradent-34.rennes.grid5000.fr:52647,3248,10190
rmi://paradent-23.rennes.grid5000.fr:60377,3244,9683
rmi://paradent-2.rennes.grid5000.fr:43296,3252,8829
rmi://paradent-36.rennes.grid5000.fr:52737,3245,8949
rmi://paradent-20.rennes.grid5000.fr:35333,3249,8625
rmi://paradent-33.rennes.grid5000.fr:37310,3236,8987
rmi://paradent-16.rennes.grid5000.fr:40955,2897,4333
rmi://paradent-22.rennes.grid5000.fr:38303,3249,8273
rmi://paradent-3.rennes.grid5000.fr:51126,3249,10590
rmi://paradent-37.rennes.grid5000.fr:59585,3249,8917
rmi://paradent-24.rennes.grid5000.fr:36416,3244,8748
rmi://paradent-30.rennes.grid5000.fr:45145,3252,9984
rmi://paradent-27.rennes.grid5000.fr:57420,3249,9323
rmi://paradent-32.rennes.grid5000.fr:50243,3254,9835
rmi://paradent-39.rennes.grid5000.fr:35127,3251,8311
rmi://paradent-52.rennes.grid5000.fr:40697,3245,9706
rmi://paradent-45.rennes.grid5000.fr:33081,3248,9665
rmi://paradent-19.rennes.grid5000.fr:53242,3252,9573
rmi://paradent-43.rennes.grid5000.fr:33091,3251,8715
rmi://paradent-41.rennes.grid5000.fr:54293,3242,8690
rmi://paradent-46.rennes.grid5000.fr:34637,3240,8941
rmi://paradent-44.rennes.grid5000.fr:60359,3240,9127
rmi://paradent-40.rennes.grid5000.fr:56447,3251,10132
rmi://paradent-49.rennes.grid5000.fr:39196,3240,8699
rmi://paradent-4.rennes.grid5000.fr:49429,3238,8238
rmi://paradent-48.rennes.grid5000.fr:45180,3251,10214
rmi://paradent-47.rennes.grid5000.fr:40125,3123,6624
rmi://paradent-54.rennes.grid5000.fr:37558,3273,10217
rmi://paradent-53.rennes.grid5000.fr:34530,3255,9173
rmi://paradent-61.rennes.grid5000.fr:43752,3251,9837
rmi://paradent-17.rennes.grid5000.fr:41755,3243,9569
rmi://paradent-7.rennes.grid5000.fr:54996,3217,8174
rmi://paradent-38.rennes.grid5000.fr:54962,3157,7737
rmi://paradent-56.rennes.grid5000.fr:44495,3246,9177
rmi://paradent-9.rennes.grid5000.fr:45758,3241,8365
rmi://paradent-63.rennes.grid5000.fr:35600,3245,7960
rmi://paradent-57.rennes.grid5000.fr:47152,3231,8640
rmi://paramount-13.rennes.grid5000.fr:41843,2990,5803
rmi://paradent-59.rennes.grid5000.fr:59293,3237,8975
rmi://paradent-50.rennes.grid5000.fr:56470,3252,10063
rmi://paradent-35.rennes.grid5000.fr:54111,3249,9937
rmi://paradent-55.rennes.grid5000.fr:48263,3235,8264
rmi://paradent-62.rennes.grid5000.fr:55243,3247,8168
rmi://paradent-58.rennes.grid5000.fr:44965,3245,7493
rmi://paradent-6.rennes.grid5000.fr:56799,3224,8135
rmi://paradent-60.rennes.grid5000.fr:45236,3246,9596
rmi://paradent-5.rennes.grid5000.fr:35486,3236,8123
rmi://paramount-12.rennes.grid5000.fr:57046,2990,5208
rmi://paramount-32.rennes.grid5000.fr:46330,2989,5708
rmi://paramount-29.rennes.grid5000.fr:58615,2859,3757
rmi://paramount-11.rennes.grid5000.fr:49448,2986,4518
rmi://paramount-10.rennes.grid5000.fr:43047,2994,5834
rmi://paramount-1.rennes.grid5000.fr:52356,2981,5029
rmi://paramount-26.rennes.grid5000.fr:40239,2986,6160
rmi://paramount-23.rennes.grid5000.fr:33137,2993,6114
rmi://paramount-6.rennes.grid5000.fr:57937,2988,5680
rmi://paramount-22.rennes.grid5000.fr:54573,2967,5427
rmi://paramount-30.rennes.grid5000.fr:44848,3361,11615
rmi://paramount-28.rennes.grid5000.fr:59143,2927,5121
rmi://paramount-3.rennes.grid5000.fr:60961,2809,3164
rmi://paramount-27.rennes.grid5000.fr:55608,2979,5172
rmi://paramount-5.rennes.grid5000.fr:51122,3001,5629
rmi://paramount-18.rennes.grid5000.fr:40638,3004,5638
rmi://paramount-15.rennes.grid5000.fr:38525,2995,5164
rmi://paradent-26.rennes.grid5000.fr:38072,3247,9344
rmi://paramount-2.rennes.grid5000.fr:34632,2953,5129
rmi://paradent-64.rennes.grid5000.fr:33204,3244,9545
rmi://paramount-9.rennes.grid5000.fr:59546,2996,5719
rmi://parapluie-10.rennes.grid5000.fr:54991,2122,884
rmi://paramount-24.rennes.grid5000.fr:56269,2823,3639
rmi://parapluie-1.rennes.grid5000.fr:55690,2129,861
rmi://paramount-25.rennes.grid5000.fr:39122,2988,5200
rmi://parapluie-26.rennes.grid5000.fr:57517,2121,860
rmi://paramount-8.rennes.grid5000.fr:38394,3003,5777
rmi://parapluie-25.rennes.grid5000.fr:45607,2123,961
rmi://parapluie-3.rennes.grid5000.fr:35938,2125,796
rmi://parapluie-5.rennes.grid5000.fr:32950,2127,975
rmi://parapluie-21.rennes.grid5000.fr:44031,2122,832
rmi://parapluie-8.rennes.grid5000.fr:42629,2125,982
rmi://paramount-33.rennes.grid5000.fr:44501,3003,6130
rmi://parapluie-9.rennes.grid5000.fr:36583,2115,739
