WorkerName,StatesReceived,StatesComputed
rmi://paradent-63.rennes.grid5000.fr:59040,5955,22065
rmi://paradent-57.rennes.grid5000.fr:32851,5342,15845
rmi://paradent-61.rennes.grid5000.fr:59301,5352,16720
rmi://paradent-54.rennes.grid5000.fr:37861,5362,16703
rmi://paradent-55.rennes.grid5000.fr:38268,5359,16332
rmi://paradent-49.rennes.grid5000.fr:42391,5349,16486
rmi://paradent-58.rennes.grid5000.fr:41988,5356,17520
rmi://paradent-56.rennes.grid5000.fr:36251,5356,17288
rmi://paradent-47.rennes.grid5000.fr:35071,5057,13171
rmi://paradent-48.rennes.grid5000.fr:40321,5357,16885
rmi://paradent-53.rennes.grid5000.fr:48940,5342,16385
rmi://paradent-7.rennes.grid5000.fr:33144,5356,16332
rmi://paradent-6.rennes.grid5000.fr:39190,5360,16350
rmi://paradent-60.rennes.grid5000.fr:54637,5351,17194
rmi://paradent-9.rennes.grid5000.fr:34062,5351,16899
rmi://paradent-59.rennes.grid5000.fr:54905,5349,16185
rmi://paradent-5.rennes.grid5000.fr:38939,5348,16522
rmi://paramount-12.rennes.grid5000.fr:42506,4946,11464
rmi://paradent-62.rennes.grid5000.fr:50782,5354,16245
rmi://paradent-64.rennes.grid5000.fr:44745,5331,18204
rmi://paramount-10.rennes.grid5000.fr:52570,4940,11649
rmi://paradent-52.rennes.grid5000.fr:48381,5333,16307
rmi://paramount-18.rennes.grid5000.fr:55911,4949,11732
rmi://paramount-11.rennes.grid5000.fr:51359,5258,14471
rmi://paradent-50.rennes.grid5000.fr:35669,5330,16779
rmi://paramount-13.rennes.grid5000.fr:45736,4944,12408
rmi://paramount-22.rennes.grid5000.fr:58865,4917,11767
rmi://paramount-24.rennes.grid5000.fr:52639,4938,12305
rmi://paramount-2.rennes.grid5000.fr:45933,4939,11809
rmi://paramount-25.rennes.grid5000.fr:37633,4916,11504
rmi://paramount-29.rennes.grid5000.fr:51866,4706,9753
rmi://paramount-23.rennes.grid5000.fr:60373,4930,12214
rmi://paramount-30.rennes.grid5000.fr:34590,4947,11782
rmi://paramount-15.rennes.grid5000.fr:33794,4960,11516
rmi://paramount-6.rennes.grid5000.fr:34156,4937,11403
rmi://paramount-32.rennes.grid5000.fr:55317,4929,12363
rmi://paramount-27.rennes.grid5000.fr:38413,4928,11920
rmi://paramount-33.rennes.grid5000.fr:43746,4675,7807
rmi://paramount-9.rennes.grid5000.fr:41428,4925,12179
rmi://paramount-26.rennes.grid5000.fr:46077,4921,10970
rmi://paramount-3.rennes.grid5000.fr:42148,4683,8497
rmi://paramount-28.rennes.grid5000.fr:44473,4939,10326
rmi://parapluie-21.rennes.grid5000.fr:53971,3496,2757
rmi://parapluie-8.rennes.grid5000.fr:57513,3497,2899
rmi://parapluie-25.rennes.grid5000.fr:38214,3471,2708
rmi://parapluie-3.rennes.grid5000.fr:54160,3502,2853
rmi://parapluie-1.rennes.grid5000.fr:43188,3501,3474
rmi://parapluie-26.rennes.grid5000.fr:52310,3512,2959
rmi://paramount-1.rennes.grid5000.fr:52015,4930,11859
rmi://parapluie-10.rennes.grid5000.fr:44270,3472,2641
rmi://paramount-5.rennes.grid5000.fr:50116,4947,11811
rmi://parapluie-5.rennes.grid5000.fr:39156,3505,2974
rmi://paramount-8.rennes.grid5000.fr:40874,4938,11648
rmi://parapluie-9.rennes.grid5000.fr:42051,3496,3136
