SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),FPSet.containsBlock(..),TLCServer.getConfigFileName(),MultiFPSet.contains(..),DiskFPSet.size(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),FPSet.getStatesSeen(),TLCWorkerSmartProxy.getNextStates(..),MultiFPSet.size(),MultiFPSet.put(..),TLCServer.getSpecFileName(),
l10_n6,/tmp/2037/spec/l10_n6,1,2,1,Thu Dec 15 21:16:13 UTC 2011,Thu Dec 15 21:16:16 UTC 2011,Thu Dec 15 21:18:48 UTC 2011,Thu Dec 15 21:18:48 UTC 2011,151,262144,2,1180862,2,2,1572864,858,162,162,3,1572864,12,2,4,2,162,6,2,3,162,6,1180862,3,
