WorkerName,StatesReceived,StatesComputed
rmi://borderline-4.bordeaux.grid5000.fr:55049,6600,16919
rmi://bordereau-83.bordeaux.grid5000.fr:35674,6668,20795
rmi://bordereau-91.bordeaux.grid5000.fr:60733,6686,19788
rmi://bordereau-75.bordeaux.grid5000.fr:52028,6607,19226
rmi://bordereau-76.bordeaux.grid5000.fr:48395,6645,20832
rmi://borderline-10.bordeaux.grid5000.fr:57969,6495,19929
rmi://bordereau-9.bordeaux.grid5000.fr:40011,6398,14274
rmi://bordereau-67.bordeaux.grid5000.fr:54524,6818,22164
rmi://bordereau-93.bordeaux.grid5000.fr:53064,6645,16802
rmi://bordereau-89.bordeaux.grid5000.fr:57267,6517,16700
rmi://bordereau-78.bordeaux.grid5000.fr:36000,6539,20000
rmi://borderline-5.bordeaux.grid5000.fr:53202,6669,19347
rmi://bordereau-86.bordeaux.grid5000.fr:44438,6759,21410
rmi://bordereau-8.bordeaux.grid5000.fr:40246,6479,14375
rmi://bordereau-72.bordeaux.grid5000.fr:59200,6615,21072
rmi://bordereau-73.bordeaux.grid5000.fr:52453,6536,19315
rmi://borderline-6.bordeaux.grid5000.fr:44197,6686,21409
rmi://bordereau-71.bordeaux.grid5000.fr:52054,6459,16243
rmi://bordereau-7.bordeaux.grid5000.fr:47632,6635,21420
rmi://borderline-2.bordeaux.grid5000.fr:43852,6606,20490
rmi://bordereau-84.bordeaux.grid5000.fr:46553,6282,14855
rmi://bordereau-92.bordeaux.grid5000.fr:60382,6391,13081
rmi://bordereau-82.bordeaux.grid5000.fr:48047,6581,17666
rmi://bordereau-90.bordeaux.grid5000.fr:58663,6471,15028
rmi://bordereau-6.bordeaux.grid5000.fr:41151,6427,17174
rmi://borderline-3.bordeaux.grid5000.fr:35002,6360,13031
rmi://bordereau-81.bordeaux.grid5000.fr:47656,6423,17472
rmi://bordereau-74.bordeaux.grid5000.fr:38870,6471,15807
rmi://borderline-8.bordeaux.grid5000.fr:50130,6660,20291
rmi://bordereau-85.bordeaux.grid5000.fr:56325,6744,20008
rmi://bordereau-80.bordeaux.grid5000.fr:35337,6494,16178
rmi://borderline-7.bordeaux.grid5000.fr:52366,6702,21037
rmi://bordereau-69.bordeaux.grid5000.fr:52223,6655,22120
rmi://bordereau-88.bordeaux.grid5000.fr:51486,6425,13028
rmi://borderline-1.bordeaux.grid5000.fr:36766,6412,16222
rmi://bordereau-68.bordeaux.grid5000.fr:47765,6731,19978
rmi://bordereau-87.bordeaux.grid5000.fr:57980,6362,14425
rmi://bordereau-77.bordeaux.grid5000.fr:50153,6346,14300
rmi://borderline-9.bordeaux.grid5000.fr:47495,6461,15976
rmi://bordereau-70.bordeaux.grid5000.fr:44255,6684,22143
