SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),DiskFPSet.contains(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),DiskFPSet.size(),TLCServer.getPreprocess(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l14_n6,/tmp/12471/spec/l14_n6,1,42,1,Sat Jun 18 07:15:00 UTC 2011,Sat Jun 18 07:15:05 UTC 2011,Sat Jun 18 07:17:49 UTC 2011,Sat Jun 18 07:17:49 UTC 2011,164,262144,42,750299,42,42,18060,1572864,2684,43,2684,3,42,42,2684,126,42,43,
