WorkerName,StatesReceived,StatesComputed
rmi://bordereau-77.bordeaux.grid5000.fr:56588,6668,20626
rmi://bordereau-7.bordeaux.grid5000.fr:54604,6326,14390
rmi://borderline-3.bordeaux.grid5000.fr:35062,6568,18031
rmi://bordereau-83.bordeaux.grid5000.fr:46189,6563,18216
rmi://bordereau-78.bordeaux.grid5000.fr:41211,6548,19541
rmi://bordereau-80.bordeaux.grid5000.fr:47542,6458,14622
rmi://bordereau-81.bordeaux.grid5000.fr:50371,6614,20766
rmi://bordereau-6.bordeaux.grid5000.fr:44385,6476,15647
rmi://bordereau-67.bordeaux.grid5000.fr:54047,6632,21292
rmi://bordereau-85.bordeaux.grid5000.fr:50716,6608,21395
rmi://bordereau-88.bordeaux.grid5000.fr:39913,6641,21877
rmi://bordereau-75.bordeaux.grid5000.fr:58943,6422,15312
rmi://bordereau-84.bordeaux.grid5000.fr:60016,6468,16260
rmi://bordereau-68.bordeaux.grid5000.fr:42593,6634,20229
rmi://bordereau-72.bordeaux.grid5000.fr:58769,6427,13561
rmi://bordereau-70.bordeaux.grid5000.fr:40513,6641,19113
rmi://bordereau-89.bordeaux.grid5000.fr:59067,6702,21578
rmi://bordereau-86.bordeaux.grid5000.fr:45353,6684,22283
rmi://bordereau-90.bordeaux.grid5000.fr:50667,6425,17429
rmi://bordereau-69.bordeaux.grid5000.fr:55292,6370,15942
rmi://bordereau-74.bordeaux.grid5000.fr:40089,6437,14203
rmi://bordereau-8.bordeaux.grid5000.fr:50574,6635,20761
rmi://bordereau-82.bordeaux.grid5000.fr:46701,6650,20697
rmi://bordereau-71.bordeaux.grid5000.fr:41039,6636,20111
rmi://borderline-9.bordeaux.grid5000.fr:52480,6648,19894
rmi://bordereau-76.bordeaux.grid5000.fr:38299,6567,17810
rmi://bordereau-93.bordeaux.grid5000.fr:55331,6666,21019
rmi://borderline-7.bordeaux.grid5000.fr:47207,6666,20274
rmi://bordereau-87.bordeaux.grid5000.fr:52873,6471,17628
rmi://bordereau-91.bordeaux.grid5000.fr:33858,6454,17464
rmi://borderline-10.bordeaux.grid5000.fr:44819,6601,21438
rmi://bordereau-73.bordeaux.grid5000.fr:37337,6623,19661
rmi://borderline-4.bordeaux.grid5000.fr:56122,6431,15613
rmi://borderline-5.bordeaux.grid5000.fr:43473,6485,16658
rmi://bordereau-92.bordeaux.grid5000.fr:37684,6559,17777
rmi://borderline-8.bordeaux.grid5000.fr:46010,6679,21010
rmi://bordereau-9.bordeaux.grid5000.fr:58487,6485,17099
rmi://borderline-6.bordeaux.grid5000.fr:57047,6480,16757
rmi://borderline-2.bordeaux.grid5000.fr:33458,6562,19791
rmi://borderline-1.bordeaux.grid5000.fr:42730,6534,19425
