WorkerName,StatesReceived,StatesComputed
rmi://paradent-36.rennes.grid5000.fr:56693,3964,10654
rmi://paradent-45.rennes.grid5000.fr:37480,4098,12939
rmi://paradent-39.rennes.grid5000.fr:50466,4047,11607
rmi://paradent-3.rennes.grid5000.fr:44589,4075,12711
rmi://paradent-49.rennes.grid5000.fr:37118,4116,12559
rmi://paradent-40.rennes.grid5000.fr:58601,4071,12141
rmi://paradent-38.rennes.grid5000.fr:51011,4050,11943
rmi://paradent-43.rennes.grid5000.fr:54754,4037,10278
rmi://paradent-47.rennes.grid5000.fr:44091,4047,12670
rmi://paradent-34.rennes.grid5000.fr:41696,4017,11411
rmi://paradent-46.rennes.grid5000.fr:40977,4044,13443
rmi://paradent-63.rennes.grid5000.fr:48687,3988,11203
rmi://paradent-48.rennes.grid5000.fr:50595,4057,12059
rmi://paradent-41.rennes.grid5000.fr:58628,4040,10799
rmi://paradent-57.rennes.grid5000.fr:60011,4080,11632
rmi://paradent-50.rennes.grid5000.fr:54497,4045,11712
rmi://paradent-44.rennes.grid5000.fr:54432,4027,12123
rmi://paradent-53.rennes.grid5000.fr:57123,4078,12418
rmi://paradent-37.rennes.grid5000.fr:34880,4054,12147
rmi://paradent-4.rennes.grid5000.fr:57200,4094,13371
rmi://paradent-55.rennes.grid5000.fr:50891,4069,10835
rmi://paradent-35.rennes.grid5000.fr:57942,4063,10902
rmi://paradent-58.rennes.grid5000.fr:50608,4062,11024
rmi://paradent-9.rennes.grid5000.fr:48375,4072,12282
rmi://paradent-6.rennes.grid5000.fr:46322,4063,12734
rmi://paradent-7.rennes.grid5000.fr:59292,4051,12328
rmi://paradent-52.rennes.grid5000.fr:51567,4050,12616
rmi://paradent-60.rennes.grid5000.fr:37038,4056,12610
rmi://paradent-56.rennes.grid5000.fr:57284,4047,12865
rmi://paradent-59.rennes.grid5000.fr:47144,4086,12363
rmi://paradent-61.rennes.grid5000.fr:58109,4101,12682
rmi://paradent-5.rennes.grid5000.fr:44762,4054,12964
rmi://paradent-54.rennes.grid5000.fr:46050,4048,11912
rmi://paradent-64.rennes.grid5000.fr:34830,4050,12795
rmi://paramount-12.rennes.grid5000.fr:52588,3741,9279
rmi://paradent-62.rennes.grid5000.fr:38469,4064,12536
rmi://paramount-15.rennes.grid5000.fr:51037,3768,7935
rmi://paramount-18.rennes.grid5000.fr:47322,3714,8020
rmi://paramount-2.rennes.grid5000.fr:58704,3517,6311
rmi://paramount-10.rennes.grid5000.fr:57372,3694,8219
rmi://paramount-13.rennes.grid5000.fr:56297,3750,8561
rmi://paramount-1.rennes.grid5000.fr:52129,3537,6535
rmi://paramount-29.rennes.grid5000.fr:52814,3734,8825
rmi://paramount-26.rennes.grid5000.fr:47648,3392,5086
rmi://paramount-11.rennes.grid5000.fr:56341,3480,6088
rmi://paramount-3.rennes.grid5000.fr:52125,3783,8170
rmi://paramount-22.rennes.grid5000.fr:34022,3747,8571
rmi://paramount-30.rennes.grid5000.fr:37408,3711,7966
rmi://paramount-23.rennes.grid5000.fr:43393,3752,9135
rmi://paramount-25.rennes.grid5000.fr:40537,3753,7827
rmi://paramount-33.rennes.grid5000.fr:51561,3730,8499
rmi://paramount-5.rennes.grid5000.fr:43930,3513,6315
rmi://paramount-32.rennes.grid5000.fr:42416,3726,8327
rmi://paramount-27.rennes.grid5000.fr:34405,3730,7866
rmi://paramount-28.rennes.grid5000.fr:33431,3746,8137
rmi://paramount-24.rennes.grid5000.fr:39746,3737,8468
rmi://paramount-9.rennes.grid5000.fr:38651,3762,9181
rmi://paramount-8.rennes.grid5000.fr:60521,3716,7952
rmi://parapluie-8.rennes.grid5000.fr:50198,2626,2326
rmi://paradent-33.rennes.grid5000.fr:37706,4051,12119
rmi://paramount-6.rennes.grid5000.fr:39220,3776,9180
rmi://paradent-32.rennes.grid5000.fr:35226,4096,13655
rmi://parapluie-21.rennes.grid5000.fr:35432,2598,1955
rmi://parapluie-5.rennes.grid5000.fr:35371,2606,2319
rmi://parapluie-10.rennes.grid5000.fr:49180,2649,2324
rmi://parapluie-9.rennes.grid5000.fr:44736,2598,2070
rmi://parapluie-1.rennes.grid5000.fr:60009,2617,2346
rmi://parapluie-26.rennes.grid5000.fr:54620,2626,2278
rmi://parapluie-3.rennes.grid5000.fr:52968,2619,1808
rmi://parapluie-25.rennes.grid5000.fr:37582,2584,1805
