SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.getPreprocess(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l14_n6,/tmp/8925/spec/l14_n6,1,70,1,Sat Jun 18 09:00:38 UTC 2011,Sat Jun 18 09:00:41 UTC 2011,Sat Jun 18 09:02:59 UTC 2011,Sat Jun 18 09:02:59 UTC 2011,138,262144,70,640334,70,70,1572864,30100,4289,71,4289,70,3,70,4289,210,70,71,
