Listening for transport dt_socket at address: 1044
TLC2 Version 2.05 of 23 July 2013
Running in Model-Checking mode.
Parsing file l12_n10.tla
Parsing file GridPerformanceTest.tla
Parsing file /mnt/tlc/39446/tla/tla2sany/StandardModules/TLC.tla
Parsing file /mnt/tlc/39446/tla/tla2sany/StandardModules/Integers.tla
Parsing file /mnt/tlc/39446/tla/tla2sany/StandardModules/FiniteSets.tla
Parsing file /mnt/tlc/39446/tla/tla2sany/StandardModules/Naturals.tla
Parsing file /mnt/tlc/39446/tla/tla2sany/StandardModules/Sequences.tla
Semantic processing of module Naturals
Semantic processing of module Integers
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module GridPerformanceTest
Semantic processing of module TLC
Semantic processing of module l12_n10
Starting... (2014-07-31 19:38:37)
Computing initial states...
Finished computing initial states: 1 distinct state generated.
Progress(10) at 2014-07-31 19:38:44: 45854 states generated (45,853 s/min), 13730 distinct states found (13,730 ds/min), 9138 states left on queue.
Progress(12) at 2014-07-31 19:39:44: 1358808 states generated (1,312,953 s/min), 282533 distinct states found (268,803 ds/min), 146644 states left on queue.
Progress(15) at 2014-07-31 19:40:44: 2621017 states generated (1,262,208 s/min), 512066 distinct states found (229,533 ds/min), 249954 states left on queue.
Progress(15) at 2014-07-31 19:41:44: 3911107 states generated (1,290,092 s/min), 745908 distinct states found (233,842 ds/min), 354787 states left on queue.
Progress(15) at 2014-07-31 19:42:44: 5227343 states generated (1,316,236 s/min), 970453 distinct states found (224,545 ds/min), 447711 states left on queue.
Progress(15) at 2014-07-31 19:43:44: 6549093 states generated (1,321,751 s/min), 1202695 distinct states found (232,242 ds/min), 547777 states left on queue.
Progress(15) at 2014-07-31 19:44:44: 7887851 states generated (1,338,754 s/min), 1421579 distinct states found (218,884 ds/min), 632785 states left on queue.
Progress(17) at 2014-07-31 19:45:44: 9155842 states generated (1,267,994 s/min), 1625295 distinct states found (203,716 ds/min), 709702 states left on queue.
Progress(17) at 2014-07-31 19:46:44: 10479899 states generated (1,324,055 s/min), 1856963 distinct states found (231,668 ds/min), 808966 states left on queue.
Progress(17) at 2014-07-31 19:47:44: 11819361 states generated (1,339,464 s/min), 2077519 distinct states found (220,556 ds/min), 895574 states left on queue.
Progress(17) at 2014-07-31 19:48:44: 13164613 states generated (1,345,252 s/min), 2290269 distinct states found (212,750 ds/min), 973798 states left on queue.
Progress(17) at 2014-07-31 19:49:44: 14504123 states generated (1,339,509 s/min), 2498375 distinct states found (208,106 ds/min), 1047952 states left on queue.
Progress(18) at 2014-07-31 19:50:44: 15780685 states generated (1,276,560 s/min), 2689546 distinct states found (191,171 ds/min), 1111469 states left on queue.
Progress(18) at 2014-07-31 19:51:44: 17126996 states generated (1,346,312 s/min), 2917439 distinct states found (227,893 ds/min), 1204729 states left on queue.
Progress(18) at 2014-07-31 19:52:44: 18461982 states generated (1,334,987 s/min), 3140416 distinct states found (222,977 ds/min), 1294209 states left on queue.
Progress(18) at 2014-07-31 19:53:44: 19804693 states generated (1,342,711 s/min), 3355208 distinct states found (214,792 ds/min), 1374728 states left on queue.
Progress(18) at 2014-07-31 19:54:44: 21145888 states generated (1,341,196 s/min), 3561251 distinct states found (206,043 ds/min), 1446653 states left on queue.
Progress(18) at 2014-07-31 19:55:44: 22372177 states generated (1,226,288 s/min), 3746500 distinct states found (185,249 ds/min), 1509275 states left on queue.
Progress(18) at 2014-07-31 19:56:44: 23710126 states generated (1,337,950 s/min), 3953304 distinct states found (206,804 ds/min), 1582281 states left on queue.
Progress(18) at 2014-07-31 19:57:44: 25047675 states generated (1,337,548 s/min), 4149280 distinct states found (195,976 ds/min), 1644504 states left on queue.
Progress(18) at 2014-07-31 19:58:44: 26384943 states generated (1,337,270 s/min), 4332407 distinct states found (183,127 ds/min), 1693903 states left on queue.
Progress(18) at 2014-07-31 19:59:44: 27726760 states generated (1,341,816 s/min), 4554618 distinct states found (222,211 ds/min), 1781933 states left on queue.
Progress(19) at 2014-07-31 20:00:44: 28960509 states generated (1,233,748 s/min), 4753858 distinct states found (199,240 ds/min), 1857800 states left on queue.
Progress(19) at 2014-07-31 20:01:44: 30290088 states generated (1,329,578 s/min), 4971702 distinct states found (217,844 ds/min), 1942683 states left on queue.
Progress(19) at 2014-07-31 20:02:44: 31628030 states generated (1,337,944 s/min), 5179946 distinct states found (208,244 ds/min), 2017134 states left on queue.
Progress(19) at 2014-07-31 20:03:44: 32976330 states generated (1,348,296 s/min), 5388879 distinct states found (208,933 ds/min), 2091239 states left on queue.
Progress(19) at 2014-07-31 20:04:44: 34318254 states generated (1,341,928 s/min), 5587244 distinct states found (198,365 ds/min), 2155411 states left on queue.
Progress(19) at 2014-07-31 20:05:44: 35573342 states generated (1,255,086 s/min), 5775909 distinct states found (188,665 ds/min), 2218567 states left on queue.
Progress(19) at 2014-07-31 20:06:44: 36910938 states generated (1,337,598 s/min), 5965059 distinct states found (189,150 ds/min), 2273955 states left on queue.
Progress(19) at 2014-07-31 20:07:44: 38253188 states generated (1,342,248 s/min), 6172203 distinct states found (207,144 ds/min), 2346875 states left on queue.
Progress(19) at 2014-07-31 20:08:44: 39596452 states generated (1,343,264 s/min), 6369680 distinct states found (197,477 ds/min), 2410027 states left on queue.
Progress(19) at 2014-07-31 20:09:44: 40942893 states generated (1,346,443 s/min), 6560223 distinct states found (190,543 ds/min), 2465925 states left on queue.
Progress(19) at 2014-07-31 20:10:44: 42192216 states generated (1,249,324 s/min), 6734647 distinct states found (174,424 ds/min), 2515417 states left on queue.
Progress(19) at 2014-07-31 20:11:44: 43540467 states generated (1,348,249 s/min), 6914833 distinct states found (180,186 ds/min), 2560778 states left on queue.
Progress(20) at 2014-07-31 20:12:44: 44885154 states generated (1,344,688 s/min), 7132955 distinct states found (218,122 ds/min), 2644431 states left on queue.
Progress(20) at 2014-07-31 20:13:44: 46225019 states generated (1,339,861 s/min), 7344267 distinct states found (211,312 ds/min), 2721757 states left on queue.
Progress(20) at 2014-07-31 20:14:44: 47568841 states generated (1,343,826 s/min), 7549959 distinct states found (205,692 ds/min), 2793067 states left on queue.
Progress(20) at 2014-07-31 20:15:44: 48753957 states generated (1,185,115 s/min), 7734354 distinct states found (184,395 ds/min), 2858950 states left on queue.
Progress(20) at 2014-07-31 20:16:44: 50092506 states generated (1,338,548 s/min), 7944306 distinct states found (209,952 ds/min), 2935047 states left on queue.
Progress(20) at 2014-07-31 20:17:44: 51433374 states generated (1,340,868 s/min), 8147146 distinct states found (202,840 ds/min), 3003800 states left on queue.
Progress(20) at 2014-07-31 20:18:44: 52772513 states generated (1,339,139 s/min), 8341189 distinct states found (194,043 ds/min), 3063927 states left on queue.
Progress(20) at 2014-07-31 20:19:44: 54117729 states generated (1,345,215 s/min), 8545444 distinct states found (204,255 ds/min), 3133664 states left on queue.
Progress(20) at 2014-07-31 20:20:44: 55373548 states generated (1,255,820 s/min), 8723613 distinct states found (178,169 ds/min), 3186248 states left on queue.
Progress(20) at 2014-07-31 20:21:44: 56716181 states generated (1,342,633 s/min), 8920618 distinct states found (197,005 ds/min), 3248989 states left on queue.
Progress(20) at 2014-07-31 20:22:44: 58060264 states generated (1,344,085 s/min), 9108977 distinct states found (188,359 ds/min), 3302942 states left on queue.
Progress(20) at 2014-07-31 20:23:44: 59399210 states generated (1,338,944 s/min), 9286061 distinct states found (177,084 ds/min), 3346132 states left on queue.
Progress(20) at 2014-07-31 20:24:44: 60744580 states generated (1,345,373 s/min), 9496616 distinct states found (210,555 ds/min), 3422151 states left on queue.
Progress(20) at 2014-07-31 20:25:44: 61974273 states generated (1,229,690 s/min), 9672044 distinct states found (175,428 ds/min), 3474610 states left on queue.
Progress(20) at 2014-07-31 20:26:44: 63315261 states generated (1,340,991 s/min), 9863549 distinct states found (191,505 ds/min), 3532013 states left on queue.
Progress(20) at 2014-07-31 20:27:44: 64657097 states generated (1,341,832 s/min), 10049154 distinct states found (185,605 ds/min), 3583437 states left on queue.
Progress(20) at 2014-07-31 20:28:44: 65993861 states generated (1,336,767 s/min), 10233443 distinct states found (184,289 ds/min), 3634048 states left on queue.
Progress(20) at 2014-07-31 20:29:44: 67300972 states generated (1,307,111 s/min), 10407496 distinct states found (174,053 ds/min), 3677393 states left on queue.
Progress(20) at 2014-07-31 20:30:44: 68500487 states generated (1,199,514 s/min), 10559897 distinct states found (152,401 ds/min), 3709838 states left on queue.
Progress(21) at 2014-07-31 20:31:44: 69839629 states generated (1,339,142 s/min), 10759725 distinct states found (199,828 ds/min), 3775757 states left on queue.
Progress(21) at 2014-07-31 20:32:44: 71178520 states generated (1,338,889 s/min), 10967075 distinct states found (207,350 ds/min), 3849216 states left on queue.
Progress(21) at 2014-07-31 20:33:44: 72523886 states generated (1,345,369 s/min), 11165031 distinct states found (197,956 ds/min), 3912633 states left on queue.
Progress(21) at 2014-07-31 20:34:44: 73868724 states generated (1,344,837 s/min), 11373182 distinct states found (208,151 ds/min), 3986300 states left on queue.
Progress(21) at 2014-07-31 20:35:44: 75086415 states generated (1,217,692 s/min), 11554449 distinct states found (181,267 ds/min), 4045798 states left on queue.
Progress(21) at 2014-07-31 20:36:44: 76415431 states generated (1,329,015 s/min), 11749769 distinct states found (195,320 ds/min), 4108218 states left on queue.
Progress(21) at 2014-07-31 20:37:44: 77759923 states generated (1,344,491 s/min), 11955068 distinct states found (205,299 ds/min), 4179070 states left on queue.
Progress(21) at 2014-07-31 20:38:44: 79076826 states generated (1,316,899 s/min), 12157488 distinct states found (202,420 ds/min), 4249797 states left on queue.
Progress(21) at 2014-07-31 20:39:44: 80429464 states generated (1,352,642 s/min), 12358957 distinct states found (201,469 ds/min), 4316001 states left on queue.
Progress(21) at 2014-07-31 20:40:44: 81658227 states generated (1,228,763 s/min), 12531546 distinct states found (172,589 ds/min), 4365715 states left on queue.
Progress(21) at 2014-07-31 20:41:44: 83006375 states generated (1,348,149 s/min), 12717426 distinct states found (185,880 ds/min), 4416780 states left on queue.
Progress(21) at 2014-07-31 20:42:44: 84346632 states generated (1,340,254 s/min), 12916184 distinct states found (198,758 ds/min), 4481513 states left on queue.
Progress(21) at 2014-07-31 20:43:44: 85695122 states generated (1,348,490 s/min), 13113549 distinct states found (197,365 ds/min), 4544027 states left on queue.
Progress(21) at 2014-07-31 20:44:44: 87044765 states generated (1,349,646 s/min), 13296985 distinct states found (183,436 ds/min), 4592500 states left on queue.
Progress(21) at 2014-07-31 20:45:44: 88294032 states generated (1,249,267 s/min), 13470585 distinct states found (173,600 ds/min), 4641173 states left on queue.
Progress(21) at 2014-07-31 20:46:44: 89642889 states generated (1,348,856 s/min), 13661798 distinct states found (191,213 ds/min), 4697501 states left on queue.
Progress(21) at 2014-07-31 20:47:44: 90991405 states generated (1,348,515 s/min), 13844496 distinct states found (182,698 ds/min), 4745347 states left on queue.
Progress(21) at 2014-07-31 20:48:44: 92339054 states generated (1,347,650 s/min), 14021118 distinct states found (176,622 ds/min), 4787203 states left on queue.
Progress(21) at 2014-07-31 20:49:44: 93687281 states generated (1,348,227 s/min), 14215815 distinct states found (194,697 ds/min), 4847081 states left on queue.
Progress(21) at 2014-07-31 20:50:44: 94962252 states generated (1,274,971 s/min), 14401792 distinct states found (185,977 ds/min), 4905558 states left on queue.
Progress(21) at 2014-07-31 20:51:44: 96302488 states generated (1,340,237 s/min), 14587653 distinct states found (185,861 ds/min), 4957395 states left on queue.
Progress(21) at 2014-07-31 20:52:44: 97650228 states generated (1,347,741 s/min), 14777586 distinct states found (189,933 ds/min), 5012554 states left on queue.
Progress(21) at 2014-07-31 20:53:44: 99000611 states generated (1,350,382 s/min), 14958410 distinct states found (180,824 ds/min), 5058339 states left on queue.
Progress(21) at 2014-07-31 20:54:44: 100348045 states generated (1,347,433 s/min), 15139005 distinct states found (180,595 ds/min), 5104190 states left on queue.
Progress(21) at 2014-07-31 20:55:44: 101580712 states generated (1,232,670 s/min), 15299433 distinct states found (160,428 ds/min), 5141354 states left on queue.
Progress(21) at 2014-07-31 20:56:44: 102920809 states generated (1,340,096 s/min), 15478277 distinct states found (178,844 ds/min), 5186187 states left on queue.
Progress(21) at 2014-07-31 20:57:44: 104267427 states generated (1,346,618 s/min), 15654516 distinct states found (176,239 ds/min), 5227766 states left on queue.
Progress(21) at 2014-07-31 20:58:44: 105611566 states generated (1,344,139 s/min), 15817950 distinct states found (163,434 ds/min), 5256786 states left on queue.
Progress(22) at 2014-07-31 20:59:44: 106958672 states generated (1,347,104 s/min), 16007388 distinct states found (189,438 ds/min), 5311512 states left on queue.
Progress(22) at 2014-07-31 21:00:44: 108210890 states generated (1,252,219 s/min), 16198075 distinct states found (190,687 ds/min), 5376978 states left on queue.
Progress(22) at 2014-07-31 21:01:44: 109550706 states generated (1,339,815 s/min), 16400680 distinct states found (202,605 ds/min), 5445601 states left on queue.
Progress(22) at 2014-07-31 21:02:44: 110889806 states generated (1,339,100 s/min), 16595833 distinct states found (195,153 ds/min), 5506844 states left on queue.
Progress(22) at 2014-07-31 21:03:44: 112234910 states generated (1,345,104 s/min), 16792232 distinct states found (196,399 ds/min), 5568733 states left on queue.
Progress(22) at 2014-07-31 21:04:44: 113578331 states generated (1,343,423 s/min), 16991342 distinct states found (199,110 ds/min), 5633501 states left on queue.
Progress(22) at 2014-07-31 21:05:44: 114798089 states generated (1,219,756 s/min), 17160378 distinct states found (169,036 ds/min), 5680562 states left on queue.
Progress(22) at 2014-07-31 21:06:44: 116138006 states generated (1,339,920 s/min), 17360546 distinct states found (200,168 ds/min), 5746737 states left on queue.
Progress(22) at 2014-07-31 21:07:44: 117476815 states generated (1,338,805 s/min), 17548958 distinct states found (188,412 ds/min), 5801267 states left on queue.
Progress(22) at 2014-07-31 21:08:44: 118803873 states generated (1,327,060 s/min), 17745911 distinct states found (196,953 ds/min), 5865517 states left on queue.
Progress(22) at 2014-07-31 21:09:44: 120114134 states generated (1,310,261 s/min), 17942433 distinct states found (196,522 ds/min), 5931013 states left on queue.
Progress(22) at 2014-07-31 21:10:44: 121307020 states generated (1,192,888 s/min), 18117747 distinct states found (175,314 ds/min), 5987036 states left on queue.
Progress(22) at 2014-07-31 21:11:44: 122647400 states generated (1,340,377 s/min), 18308448 distinct states found (190,701 ds/min), 6043698 states left on queue.
Progress(22) at 2014-07-31 21:12:44: 123987834 states generated (1,340,433 s/min), 18499815 distinct states found (191,367 ds/min), 6101023 states left on queue.
Progress(22) at 2014-07-31 21:13:44: 125334895 states generated (1,347,063 s/min), 18682289 distinct states found (182,474 ds/min), 6148789 states left on queue.
Progress(22) at 2014-07-31 21:14:44: 126673133 states generated (1,338,235 s/min), 18859737 distinct states found (177,448 ds/min), 6192415 states left on queue.
Progress(22) at 2014-07-31 21:15:44: 127941173 states generated (1,268,041 s/min), 19036596 distinct states found (176,859 ds/min), 6242470 states left on queue.
Progress(22) at 2014-07-31 21:16:44: 129285857 states generated (1,344,684 s/min), 19229163 distinct states found (192,567 ds/min), 6300572 states left on queue.
Progress(22) at 2014-07-31 21:17:44: 130623768 states generated (1,337,914 s/min), 19421333 distinct states found (192,170 ds/min), 6358946 states left on queue.
Progress(22) at 2014-07-31 21:18:44: 131964762 states generated (1,340,994 s/min), 19604883 distinct states found (183,550 ds/min), 6408397 states left on queue.
Progress(22) at 2014-07-31 21:19:44: 133310337 states generated (1,345,576 s/min), 19778538 distinct states found (173,655 ds/min), 6447495 states left on queue.
Progress(22) at 2014-07-31 21:20:44: 134573548 states generated (1,263,209 s/min), 19949364 distinct states found (170,826 ds/min), 6492001 states left on queue.
Progress(22) at 2014-07-31 21:21:44: 135912612 states generated (1,339,064 s/min), 20137683 distinct states found (188,319 ds/min), 6546411 states left on queue.
Progress(22) at 2014-07-31 21:22:44: 137255278 states generated (1,342,667 s/min), 20316329 distinct states found (178,646 ds/min), 6590794 states left on queue.
Progress(22) at 2014-07-31 21:23:44: 138597453 states generated (1,342,172 s/min), 20489791 distinct states found (173,462 ds/min), 6630036 states left on queue.
Progress(22) at 2014-07-31 21:24:44: 139936506 states generated (1,339,052 s/min), 20662020 distinct states found (172,229 ds/min), 6668360 states left on queue.
Progress(22) at 2014-07-31 21:25:44: 141190141 states generated (1,253,636 s/min), 20827614 distinct states found (165,594 ds/min), 6708593 states left on queue.
Progress(22) at 2014-07-31 21:26:44: 142527562 states generated (1,337,423 s/min), 21025501 distinct states found (197,887 ds/min), 6772737 states left on queue.
Progress(22) at 2014-07-31 21:27:44: 143863705 states generated (1,336,142 s/min), 21211581 distinct states found (186,080 ds/min), 6825203 states left on queue.
Progress(22) at 2014-07-31 21:28:44: 145211478 states generated (1,347,772 s/min), 21395436 distinct states found (183,855 ds/min), 6874280 states left on queue.
Progress(22) at 2014-07-31 21:29:44: 146557342 states generated (1,345,866 s/min), 21571304 distinct states found (175,868 ds/min), 6915562 states left on queue.
Progress(22) at 2014-07-31 21:30:44: 147793151 states generated (1,235,806 s/min), 21744541 distinct states found (173,237 ds/min), 6965218 states left on queue.
Progress(22) at 2014-07-31 21:31:44: 149139391 states generated (1,346,243 s/min), 21919003 distinct states found (174,462 ds/min), 7005054 states left on queue.
Progress(22) at 2014-07-31 21:32:44: 150479029 states generated (1,339,637 s/min), 22088649 distinct states found (169,646 ds/min), 7040737 states left on queue.
Progress(22) at 2014-07-31 21:33:44: 151818160 states generated (1,339,132 s/min), 22267990 distinct states found (179,341 ds/min), 7086165 states left on queue.
Progress(22) at 2014-07-31 21:34:44: 153153063 states generated (1,334,904 s/min), 22438992 distinct states found (171,002 ds/min), 7123676 states left on queue.
Progress(22) at 2014-07-31 21:35:44: 154408410 states generated (1,255,346 s/min), 22602921 distinct states found (163,929 ds/min), 7162070 states left on queue.
Progress(22) at 2014-07-31 21:36:44: 155728679 states generated (1,320,267 s/min), 22767566 distinct states found (164,645 ds/min), 7194688 states left on queue.
Progress(22) at 2014-07-31 21:37:44: 157068550 states generated (1,339,873 s/min), 22932281 distinct states found (164,715 ds/min), 7225416 states left on queue.
Progress(22) at 2014-07-31 21:38:44: 158383781 states generated (1,315,231 s/min), 23086635 distinct states found (154,354 ds/min), 7248248 states left on queue.
Progress(23) at 2014-07-31 21:39:44: 159736755 states generated (1,352,975 s/min), 23267348 distinct states found (180,713 ds/min), 7293664 states left on queue.
Progress(23) at 2014-07-31 21:40:44: 160979912 states generated (1,243,157 s/min), 23463960 distinct states found (196,612 ds/min), 7365961 states left on queue.
Progress(23) at 2014-07-31 21:41:44: 162304561 states generated (1,324,646 s/min), 23650203 distinct states found (186,243 ds/min), 7419740 states left on queue.
Progress(23) at 2014-07-31 21:42:44: 163651829 states generated (1,347,270 s/min), 23850888 distinct states found (200,685 ds/min), 7485696 states left on queue.
Progress(23) at 2014-07-31 21:43:44: 165000430 states generated (1,348,598 s/min), 24048430 distinct states found (197,542 ds/min), 7548379 states left on queue.
Progress(23) at 2014-07-31 21:44:44: 166338417 states generated (1,337,989 s/min), 24231703 distinct states found (183,273 ds/min), 7597853 states left on queue.
Progress(23) at 2014-07-31 21:45:44: 167565167 states generated (1,226,751 s/min), 24402574 distinct states found (170,871 ds/min), 7646051 states left on queue.
Progress(23) at 2014-07-31 21:46:44: 168912364 states generated (1,347,195 s/min), 24601906 distinct states found (199,332 ds/min), 7710660 states left on queue.
Progress(23) at 2014-07-31 21:47:44: 170251915 states generated (1,339,553 s/min), 24786949 distinct states found (185,043 ds/min), 7761748 states left on queue.
Progress(23) at 2014-07-31 21:48:44: 171601608 states generated (1,349,692 s/min), 24969965 distinct states found (183,016 ds/min), 7809795 states left on queue.
Progress(23) at 2014-07-31 21:49:44: 172949763 states generated (1,348,157 s/min), 25168977 distinct states found (199,012 ds/min), 7873992 states left on queue.
Progress(23) at 2014-07-31 21:50:44: 174172394 states generated (1,222,631 s/min), 25339078 distinct states found (170,101 ds/min), 7921829 states left on queue.
Progress(23) at 2014-07-31 21:51:44: 175505672 states generated (1,333,274 s/min), 25519807 distinct states found (180,729 ds/min), 7969231 states left on queue.
Progress(23) at 2014-07-31 21:52:44: 176843938 states generated (1,338,269 s/min), 25709909 distinct states found (190,102 ds/min), 8025506 states left on queue.
Progress(23) at 2014-07-31 21:53:44: 178191069 states generated (1,347,132 s/min), 25905355 distinct states found (195,446 ds/min), 8086239 states left on queue.
Progress(23) at 2014-07-31 21:54:44: 179538996 states generated (1,347,924 s/min), 26102365 distinct states found (197,010 ds/min), 8148457 states left on queue.
Progress(23) at 2014-07-31 21:55:44: 180812587 states generated (1,273,594 s/min), 26282815 distinct states found (180,450 ds/min), 8201544 states left on queue.
Progress(23) at 2014-07-31 21:56:44: 182158276 states generated (1,345,687 s/min), 26466519 distinct states found (183,704 ds/min), 8250682 states left on queue.
Progress(23) at 2014-07-31 21:57:44: 183503751 states generated (1,345,477 s/min), 26655345 distinct states found (188,826 ds/min), 8304964 states left on queue.
Progress(23) at 2014-07-31 21:58:44: 184850642 states generated (1,346,889 s/min), 26840204 distinct states found (184,859 ds/min), 8355132 states left on queue.
Progress(23) at 2014-07-31 21:59:44: 186194719 states generated (1,344,076 s/min), 27022187 distinct states found (181,983 ds/min), 8402709 states left on queue.
Progress(23) at 2014-07-31 22:00:44: 187435717 states generated (1,240,999 s/min), 27181115 distinct states found (158,928 ds/min), 8437533 states left on queue.
Progress(23) at 2014-07-31 22:01:44: 188764555 states generated (1,328,838 s/min), 27353310 distinct states found (172,195 ds/min), 8476847 states left on queue.
Progress(23) at 2014-07-31 22:02:44: 190110875 states generated (1,346,319 s/min), 27535938 distinct states found (182,628 ds/min), 8524840 states left on queue.
Progress(23) at 2014-07-31 22:03:44: 191455291 states generated (1,344,416 s/min), 27721498 distinct states found (185,560 ds/min), 8575960 states left on queue.
Progress(23) at 2014-07-31 22:04:44: 192801379 states generated (1,346,090 s/min), 27910407 distinct states found (188,909 ds/min), 8630260 states left on queue.
Progress(23) at 2014-07-31 22:05:44: 194076222 states generated (1,274,840 s/min), 28086160 distinct states found (175,753 ds/min), 8678530 states left on queue.
Progress(23) at 2014-07-31 22:06:44: 195415546 states generated (1,339,325 s/min), 28267309 distinct states found (181,149 ds/min), 8725747 states left on queue.
Progress(23) at 2014-07-31 22:07:44: 196748708 states generated (1,333,162 s/min), 28436779 distinct states found (169,470 ds/min), 8761897 states left on queue.
Progress(23) at 2014-07-31 22:08:44: 198097117 states generated (1,348,412 s/min), 28601053 distinct states found (164,274 ds/min), 8791332 states left on queue.
Progress(23) at 2014-07-31 22:09:44: 199444059 states generated (1,346,941 s/min), 28782903 distinct states found (181,850 ds/min), 8838488 states left on queue.
Progress(23) at 2014-07-31 22:10:44: 200686885 states generated (1,242,826 s/min), 28950346 distinct states found (167,443 ds/min), 8881647 states left on queue.
Progress(23) at 2014-07-31 22:11:44: 202028460 states generated (1,341,573 s/min), 29131872 distinct states found (181,526 ds/min), 8929017 states left on queue.
Progress(23) at 2014-07-31 22:12:44: 203374283 states generated (1,345,824 s/min), 29304673 distinct states found (172,801 ds/min), 8967234 states left on queue.
