SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,TLCServer.registerWorker(..),DiskFPSet.put(..),TLCServer.intern(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.isDone(),TLCServer.getPreprocess(),TLCWorkerSmartProxy.isAlive(),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),FPSet.getStatesSeen(),.Proxy2.isAlive(),.Proxy2.exit(),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),FPSet.putBlock(..),MultiFPSet.contains(..),.Proxy2.getURI(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),MultiFPSet.put(..),MultiFPSet.size(),TLCServer.getSpecFileName(),
l14_n6,/tmp/19441/spec/l14_n6,1,1,1,Tue Jun 19 14:11:30 UTC 2012,Tue Jun 19 14:11:35 UTC 2012,Tue Jun 19 15:43:34 UTC 2012,Tue Jun 19 15:43:34 UTC 2012,5518,262144,1,1310998,430,2,110,54,1,54,3,1,110,90,54,1,1,1572864,110,1572864,2,186,1,110,1310998,93,2,
