WorkerName,StatesReceived,StatesComputed
rmi://griffon-49.nancy.grid5000.fr:51991,8200,1827
rmi://griffon-49.nancy.grid5000.fr:51991,8111,2166
rmi://griffon-85.nancy.grid5000.fr:33786,7929,1794
rmi://griffon-49.nancy.grid5000.fr:51991,8276,2045
rmi://griffon-49.nancy.grid5000.fr:51991,7994,1915
rmi://griffon-72.nancy.grid5000.fr:58760,8264,2624
rmi://griffon-49.nancy.grid5000.fr:51991,7953,1889
rmi://griffon-85.nancy.grid5000.fr:33786,8187,1963
rmi://griffon-72.nancy.grid5000.fr:58760,7940,2772
rmi://griffon-83.nancy.grid5000.fr:51248,8149,1733
rmi://griffon-85.nancy.grid5000.fr:33786,8112,1926
rmi://griffon-72.nancy.grid5000.fr:58760,8183,2338
rmi://griffon-83.nancy.grid5000.fr:51248,8140,1802
rmi://griffon-72.nancy.grid5000.fr:58760,8165,2998
rmi://griffon-85.nancy.grid5000.fr:33786,8172,2108
rmi://griffon-72.nancy.grid5000.fr:58760,8370,1919
rmi://griffon-83.nancy.grid5000.fr:51248,8326,1559
rmi://griffon-49.nancy.grid5000.fr:51991,7951,2736
rmi://griffon-83.nancy.grid5000.fr:51248,8406,2662
rmi://griffon-49.nancy.grid5000.fr:51991,8330,1809
rmi://griffon-85.nancy.grid5000.fr:33786,8719,2117
rmi://griffon-49.nancy.grid5000.fr:51991,8225,1709
rmi://griffon-72.nancy.grid5000.fr:58760,8596,1779
rmi://griffon-72.nancy.grid5000.fr:58760,8263,1515
rmi://griffon-85.nancy.grid5000.fr:33786,7911,1425
rmi://griffon-85.nancy.grid5000.fr:33786,8005,1617
rmi://griffon-72.nancy.grid5000.fr:58760,8339,1957
rmi://griffon-83.nancy.grid5000.fr:51248,7985,2775
rmi://griffon-83.nancy.grid5000.fr:51248,7939,2594
rmi://griffon-83.nancy.grid5000.fr:51248,8213,2154
rmi://griffon-85.nancy.grid5000.fr:33786,8075,1793
rmi://griffon-83.nancy.grid5000.fr:51248,8716,2288
