TLC2 Version 2.05 of 18 May 2012
Running in Model-Checking mode.
Parsing file l1_n32_k2.tla
Parsing file GridPerformanceTest.tla
Parsing file /mnt/tlc/2704/tla/tla2sany/StandardModules/TLC.tla
Parsing file /mnt/tlc/2704/tla/tla2sany/StandardModules/Integers.tla
Parsing file /mnt/tlc/2704/tla/tla2sany/StandardModules/FiniteSets.tla
Parsing file /mnt/tlc/2704/tla/tla2sany/StandardModules/Naturals.tla
Parsing file /mnt/tlc/2704/tla/tla2sany/StandardModules/Sequences.tla
Semantic processing of module Naturals
Semantic processing of module Integers
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module GridPerformanceTest
Semantic processing of module TLC
Semantic processing of module l1_n32_k2
Starting... (2012-08-22 15:10:18)
Computing initial states...
Finished computing initial states: 1 distinct state generated.
Progress(6) at 2012-08-22 15:11:04: 1717300 states generated (1,717,300 s/min), 356267 distinct states found (356,267 ds/min), 302594 states left on queue.
Progress(10) at 2012-08-22 15:12:04: 48753570 states generated (47,036,270 s/min), 6418347 distinct states found (6,062,080 ds/min), 4894791 states left on queue.
Progress(10) at 2012-08-22 15:13:04: 102940186 states generated (54,186,616 s/min), 12316587 distinct states found (5,898,240 ds/min), 9099700 states left on queue.
Progress(10) at 2012-08-22 15:14:04: 165342632 states generated (62,402,257 s/min), 18265795 distinct states found (5,949,208 ds/min), 13098834 states left on queue.
Progress(10) at 2012-08-22 15:15:06: 227267485 states generated (61,925,016 s/min), 24090240 distinct states found (5,824,445 ds/min), 16988127 states left on queue.
Progress(10) at 2012-08-22 15:16:06: 288595054 states generated (61,327,523 s/min), 29829519 distinct states found (5,739,279 ds/min), 20810919 states left on queue.
Progress(11) at 2012-08-22 15:17:06: 355192954 states generated (66,597,972 s/min), 35745707 distinct states found (5,916,188 ds/min), 24645921 states left on queue.
Progress(11) at 2012-08-22 15:18:06: 426606348 states generated (71,413,347 s/min), 41711546 distinct states found (5,965,839 ds/min), 28380092 states left on queue.
Progress(11) at 2012-08-22 15:19:06: 508657473 states generated (82,051,172 s/min), 47542184 distinct states found (5,830,638 ds/min), 31646635 states left on queue.
Progress(11) at 2012-08-22 15:20:06: 572453439 states generated (63,795,909 s/min), 53358885 distinct states found (5,816,701 ds/min), 35469719 states left on queue.
Progress(11) at 2012-08-22 15:21:06: 639480153 states generated (67,026,771 s/min), 59092908 distinct states found (5,734,023 ds/min), 39109146 states left on queue.
Progress(11) at 2012-08-22 15:22:06: 717579829 states generated (78,099,645 s/min), 65046176 distinct states found (5,953,268 ds/min), 42621801 states left on queue.
Progress(11) at 2012-08-22 15:23:06: 793100801 states generated (75,520,934 s/min), 70846636 distinct states found (5,800,460 ds/min), 46062233 states left on queue.
Progress(12) at 2012-08-22 15:24:06: 867410835 states generated (74,310,102 s/min), 76731555 distinct states found (5,884,919 ds/min), 49624962 states left on queue.
Progress(12) at 2012-08-22 15:25:06: 944460258 states generated (77,049,424 s/min), 82603948 distinct states found (5,872,393 ds/min), 53089557 states left on queue.
Progress(12) at 2012-08-22 15:26:06: 1016436950 states generated (71,976,674 s/min), 88180655 distinct states found (5,576,707 ds/min), 56416997 states left on queue.
Progress(12) at 2012-08-22 15:27:06: 1096483947 states generated (80,047,015 s/min), 93990827 distinct states found (5,810,172 ds/min), 59725697 states left on queue.
Progress(12) at 2012-08-22 15:28:06: 1176362390 states generated (79,878,443 s/min), 99889065 distinct states found (5,898,238 ds/min), 63127736 states left on queue.
Progress(12) at 2012-08-22 15:29:06: 1259975408 states generated (83,613,018 s/min), 105705387 distinct states found (5,816,322 ds/min), 66331149 states left on queue.
Progress(12) at 2012-08-22 15:30:06: 1347468451 states generated (87,492,994 s/min), 111469225 distinct states found (5,763,838 ds/min), 69360831 states left on queue.
Progress(12) at 2012-08-22 15:31:06: 1439543509 states generated (92,075,104 s/min), 116713427 distinct states found (5,244,202 ds/min), 71727690 states left on queue.
Progress(12) at 2012-08-22 15:32:06: 1525249330 states generated (85,705,823 s/min), 122382324 distinct states found (5,668,897 ds/min), 74718277 states left on queue.
Progress(12) at 2012-08-22 15:33:06: 1601954913 states generated (76,705,582 s/min), 128279219 distinct states found (5,896,895 ds/min), 78218122 states left on queue.
Progress(12) at 2012-08-22 15:34:06: 1680680536 states generated (78,725,624 s/min), 134163730 distinct states found (5,884,511 ds/min), 81642458 states left on queue.
Progress(13) at 2012-08-22 15:35:07: 1754093742 states generated (73,413,201 s/min), 139821105 distinct states found (5,657,375 ds/min), 85005669 states left on queue.
