SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),DiskFPSet.contains(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),DiskFPSet.size(),TLCServer.getPreprocess(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l10_n6,/tmp/5779/spec/l10_n6,1,24,1,Fri Jun 17 09:10:23 UTC 2011,Fri Jun 17 09:10:27 UTC 2011,Fri Jun 17 09:10:47 UTC 2011,Thu Jan 01 00:00:19 UTC 1970,262144,24,815232,24,24,10320,1572864,1505,25,1505,2,24,24,1505,72,24,25,
