SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n6,/tmp/8859/spec/l10_n6,1,2,1,Thu Aug 09 12:35:17 UTC 2012,Thu Aug 09 12:35:20 UTC 2012,Thu Aug 09 12:37:50 UTC 2012,Thu Aug 09 12:37:50 UTC 2012,149,0,2,2,2,2,860,3,2,4,2,197,6,2,197,3,
