WorkerName,StatesReceived,StatesComputed
rmi://griffon-85.nancy.grid5000.fr:40619,16676,8744
rmi://griffon-83.nancy.grid5000.fr:48084,16543,7021
rmi://griffon-83.nancy.grid5000.fr:48084,16039,9706
rmi://griffon-85.nancy.grid5000.fr:40619,16225,9663
rmi://griffon-83.nancy.grid5000.fr:48084,16099,7592
rmi://griffon-85.nancy.grid5000.fr:40619,16461,8486
rmi://griffon-83.nancy.grid5000.fr:48084,16074,7440
rmi://griffon-83.nancy.grid5000.fr:48084,16413,7911
rmi://griffon-85.nancy.grid5000.fr:40619,16797,7234
rmi://griffon-85.nancy.grid5000.fr:40619,16623,8457
rmi://griffon-85.nancy.grid5000.fr:40619,16561,8836
rmi://griffon-85.nancy.grid5000.fr:40619,16483,8138
rmi://griffon-85.nancy.grid5000.fr:40619,16470,8576
rmi://griffon-83.nancy.grid5000.fr:48084,16259,8091
rmi://griffon-83.nancy.grid5000.fr:48084,16076,7799
rmi://griffon-83.nancy.grid5000.fr:48084,16345,8503
