Listening for transport dt_socket at address: 1044
TLC2 Version 2.05 of 7 November 2012
Running in Model-Checking mode.
Parsing file l4_n10.tla
Parsing file GridPerformanceTest.tla
Parsing file /mnt/tlc/3264/tla/tla2sany/StandardModules/TLC.tla
Parsing file /mnt/tlc/3264/tla/tla2sany/StandardModules/Integers.tla
Parsing file /mnt/tlc/3264/tla/tla2sany/StandardModules/FiniteSets.tla
Parsing file /mnt/tlc/3264/tla/tla2sany/StandardModules/Naturals.tla
Parsing file /mnt/tlc/3264/tla/tla2sany/StandardModules/Sequences.tla
Semantic processing of module Naturals
Semantic processing of module Integers
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module GridPerformanceTest
Semantic processing of module TLC
Semantic processing of module l4_n10
Starting... (2012-11-11 16:35:05)
Computing initial states...
Finished computing initial states: 1 distinct state generated.
Progress(12) at 2012-11-11 16:35:49: 1233964 states generated (1,233,964 s/min), 254570 distinct states found (254,570 ds/min), 131157 states left on queue.
Progress(17) at 2012-11-11 16:36:49: 63171163 states generated (61,937,199 s/min), 9817452 distinct states found (9,562,882 ds/min), 3500320 states left on queue.
Progress(22) at 2012-11-11 16:37:49: 130832780 states generated (67,661,617 s/min), 19399886 distinct states found (9,582,434 ds/min), 6316590 states left on queue.
Progress(22) at 2012-11-11 16:38:49: 203599172 states generated (72,766,392 s/min), 29308157 distinct states found (9,908,271 ds/min), 8948224 states left on queue.
Progress(24) at 2012-11-11 16:39:49: 277618223 states generated (74,019,040 s/min), 39124188 distinct states found (9,816,031 ds/min), 11362350 states left on queue.
Progress(25) at 2012-11-11 16:40:49: 348415864 states generated (70,797,641 s/min), 48185770 distinct states found (9,061,582 ds/min), 13344167 states left on queue.
Progress(25) at 2012-11-11 16:41:49: 425109899 states generated (76,694,038 s/min), 58105278 distinct states found (9,919,508 ds/min), 15594272 states left on queue.
Progress(25) at 2012-11-11 16:42:49: 502777029 states generated (77,667,138 s/min), 67873817 distinct states found (9,768,539 ds/min), 17596098 states left on queue.
Progress(26) at 2012-11-11 16:43:49: 581272799 states generated (78,495,770 s/min), 77724319 distinct states found (9,850,502 ds/min), 19597023 states left on queue.
Progress(27) at 2012-11-11 16:44:49: 662112376 states generated (80,839,577 s/min), 87628133 distinct states found (9,903,814 ds/min), 21416879 states left on queue.
Progress(27) at 2012-11-11 16:45:49: 732896485 states generated (70,784,099 s/min), 96496615 distinct states found (8,868,482 ds/min), 23206951 states left on queue.
Progress(27) at 2012-11-11 16:46:49: 816536629 states generated (83,640,144 s/min), 106450465 distinct states found (9,953,850 ds/min), 24796787 states left on queue.
Progress(27) at 2012-11-11 16:47:49: 898733032 states generated (82,196,404 s/min), 116427507 distinct states found (9,977,042 ds/min), 26554189 states left on queue.
Progress(27) at 2012-11-11 16:48:49: 980853257 states generated (82,120,226 s/min), 126425635 distinct states found (9,998,128 ds/min), 28340293 states left on queue.
Progress(28) at 2012-11-11 16:49:49: 1066991663 states generated (86,138,404 s/min), 136366103 distinct states found (9,940,468 ds/min), 29666922 states left on queue.
Progress(29) at 2012-11-11 16:50:49: 1138273336 states generated (71,281,683 s/min), 144863358 distinct states found (8,497,255 ds/min), 31036009 states left on queue.
Progress(29) at 2012-11-11 16:51:49: 1219702150 states generated (81,428,814 s/min), 154654737 distinct states found (9,791,379 ds/min), 32684504 states left on queue.
Progress(29) at 2012-11-11 16:52:49: 1301663182 states generated (81,961,021 s/min), 164110901 distinct states found (9,456,164 ds/min), 33944568 states left on queue.
Progress(29) at 2012-11-11 16:53:49: 1385606682 states generated (83,943,511 s/min), 173489564 distinct states found (9,378,663 ds/min), 34928880 states left on queue.
Progress(29) at 2012-11-11 16:54:49: 1465776162 states generated (80,169,480 s/min), 183048287 distinct states found (9,558,723 ds/min), 36470654 states left on queue.
Progress(30) at 2012-11-11 16:55:49: 1539349381 states generated (73,573,219 s/min), 191652374 distinct states found (8,604,087 ds/min), 37717418 states left on queue.
Progress(30) at 2012-11-11 16:56:49: 1623369463 states generated (84,020,082 s/min), 201249639 distinct states found (9,597,265 ds/min), 38912676 states left on queue.
Progress(30) at 2012-11-11 16:57:49: 1709110012 states generated (85,740,549 s/min), 210728576 distinct states found (9,478,937 ds/min), 39817559 states left on queue.
