SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.isDone(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getCacheRateRatio(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l4_n10,/mnt/tlc/1517/spec/l4_n10,1,16,8,Sat Aug 18 16:59:57 UTC 2012,Sat Aug 18 17:00:03 UTC 2012,Sat Aug 18 20:04:25 UTC 2012,Sat Aug 18 20:07:22 UTC 2012,11062,1073741824,16,16,2,860,3,2,28,2,32,39,133402,6,2,133402,3544,133402,133402,28,3,
