WorkerName,StatesReceived,StatesComputed
rmi://ip-10-31-136-212.ec2.internal:47046,67082276,124452154
rmi://ip-10-157-7-50.ec2.internal:41447,67091088,124093841
rmi://ip-10-157-7-50.ec2.internal:41447,67088391,124136922
rmi://ip-10-31-136-212.ec2.internal:47046,66585582,123517129
rmi://ip-10-157-7-50.ec2.internal:41447,67614844,123935624
rmi://ip-10-157-7-50.ec2.internal:41447,66703918,123784074
rmi://ip-10-157-7-50.ec2.internal:41447,66743558,123443540
rmi://ip-10-31-136-212.ec2.internal:47046,67943092,124627816
rmi://ip-10-31-136-212.ec2.internal:47046,67047905,123974354
rmi://ip-10-157-7-50.ec2.internal:41447,67016818,123889633
rmi://ip-10-157-7-50.ec2.internal:41447,67149496,123548636
rmi://ip-10-31-136-212.ec2.internal:47046,67201426,124014514
rmi://ip-10-31-136-212.ec2.internal:47046,67059576,124486633
rmi://ip-10-157-7-50.ec2.internal:41447,67292004,123378131
rmi://ip-10-31-136-212.ec2.internal:47046,67192999,123998219
rmi://ip-10-31-136-212.ec2.internal:47046,66928851,124216107
