WorkerName,StatesReceived,StatesComputed
rmi://bordereau-68.bordeaux.grid5000.fr:48019,3658,8255
rmi://bordereau-48.bordeaux.grid5000.fr:39094,3750,10000
rmi://bordereau-55.bordeaux.grid5000.fr:43193,3816,10806
rmi://bordereau-50.bordeaux.grid5000.fr:53550,3694,8813
rmi://bordereau-64.bordeaux.grid5000.fr:36736,3681,9419
rmi://bordereau-6.bordeaux.grid5000.fr:55165,3775,10210
rmi://bordereau-49.bordeaux.grid5000.fr:45003,3721,7235
rmi://bordereau-42.bordeaux.grid5000.fr:32957,3892,10596
rmi://bordereau-51.bordeaux.grid5000.fr:37332,3778,10367
rmi://bordereau-73.bordeaux.grid5000.fr:36557,3825,10729
rmi://bordereau-46.bordeaux.grid5000.fr:50991,3792,9461
rmi://bordereau-52.bordeaux.grid5000.fr:39849,3826,9548
rmi://bordereau-58.bordeaux.grid5000.fr:34051,3640,8052
rmi://bordereau-39.bordeaux.grid5000.fr:35839,3863,10760
rmi://bordereau-45.bordeaux.grid5000.fr:57207,3792,11404
rmi://bordereau-65.bordeaux.grid5000.fr:58779,3777,10477
rmi://bordereau-60.bordeaux.grid5000.fr:48401,3874,12000
rmi://bordereau-61.bordeaux.grid5000.fr:53764,3692,9413
rmi://bordereau-3.bordeaux.grid5000.fr:51922,3938,12292
rmi://bordereau-71.bordeaux.grid5000.fr:36303,3821,10018
rmi://bordereau-38.bordeaux.grid5000.fr:60453,3687,9515
rmi://bordereau-44.bordeaux.grid5000.fr:41371,3698,9455
rmi://bordereau-43.bordeaux.grid5000.fr:58609,3713,8409
rmi://bordereau-59.bordeaux.grid5000.fr:48055,3795,11748
rmi://bordereau-36.bordeaux.grid5000.fr:36456,3847,11776
rmi://bordereau-53.bordeaux.grid5000.fr:48796,3653,8467
rmi://bordereau-81.bordeaux.grid5000.fr:53162,3779,8977
rmi://bordereau-74.bordeaux.grid5000.fr:48977,3726,7791
rmi://bordereau-54.bordeaux.grid5000.fr:39379,3782,10172
rmi://bordereau-62.bordeaux.grid5000.fr:41034,3774,8815
rmi://bordereau-76.bordeaux.grid5000.fr:38213,3947,13016
rmi://bordereau-84.bordeaux.grid5000.fr:53694,3825,11730
rmi://bordereau-69.bordeaux.grid5000.fr:48620,3912,11874
rmi://bordereau-7.bordeaux.grid5000.fr:55228,3632,7763
rmi://bordereau-72.bordeaux.grid5000.fr:51767,3699,9830
rmi://bordereau-77.bordeaux.grid5000.fr:55340,3824,11237
rmi://bordereau-75.bordeaux.grid5000.fr:41848,3736,10485
rmi://bordereau-56.bordeaux.grid5000.fr:38436,3723,8348
rmi://borderline-5.bordeaux.grid5000.fr:33469,3758,10684
rmi://borderline-7.bordeaux.grid5000.fr:45372,3792,9418
rmi://bordereau-67.bordeaux.grid5000.fr:56237,3728,9104
rmi://bordereau-63.bordeaux.grid5000.fr:50639,3738,9458
rmi://bordereau-80.bordeaux.grid5000.fr:46144,3716,7546
rmi://bordereau-82.bordeaux.grid5000.fr:55388,3781,10963
rmi://bordereau-9.bordeaux.grid5000.fr:57486,3706,8672
rmi://bordereau-37.bordeaux.grid5000.fr:60636,3634,6757
rmi://borderline-8.bordeaux.grid5000.fr:36001,3787,10908
rmi://borderline-4.bordeaux.grid5000.fr:56425,3727,10367
rmi://bordereau-70.bordeaux.grid5000.fr:41428,3811,9108
rmi://bordereau-89.bordeaux.grid5000.fr:51779,3719,8091
rmi://bordereau-88.bordeaux.grid5000.fr:59766,3736,9698
rmi://bordereau-83.bordeaux.grid5000.fr:51379,3764,9096
rmi://borderline-10.bordeaux.grid5000.fr:38175,3779,10530
rmi://bordereau-8.bordeaux.grid5000.fr:48284,3796,8831
rmi://bordereau-93.bordeaux.grid5000.fr:49449,3600,9044
rmi://bordereau-87.bordeaux.grid5000.fr:57987,3677,8450
rmi://bordereau-85.bordeaux.grid5000.fr:33549,3664,7340
rmi://bordereau-86.bordeaux.grid5000.fr:35375,3801,10884
rmi://borderline-3.bordeaux.grid5000.fr:33229,3764,9893
rmi://borderline-6.bordeaux.grid5000.fr:60197,3600,6785
rmi://bordereau-5.bordeaux.grid5000.fr:49092,3772,10557
rmi://bordereau-47.bordeaux.grid5000.fr:47683,3719,8368
rmi://bordereau-91.bordeaux.grid5000.fr:56879,3557,6365
rmi://bordereau-66.bordeaux.grid5000.fr:59247,3661,8873
rmi://borderline-2.bordeaux.grid5000.fr:42773,3849,10779
rmi://bordereau-92.bordeaux.grid5000.fr:44062,3656,7775
rmi://borderline-1.bordeaux.grid5000.fr:53149,3583,8740
rmi://bordereau-90.bordeaux.grid5000.fr:52383,3705,7626
rmi://bordereau-78.bordeaux.grid5000.fr:52489,3624,7009
rmi://borderline-9.bordeaux.grid5000.fr:48801,3583,6811
