WorkerName,StatesReceived,StatesComputed
rmi://paradent-31.rennes.grid5000.fr:46518,3927,11111
rmi://paradent-35.rennes.grid5000.fr:37586,3918,11365
rmi://paradent-34.rennes.grid5000.fr:37438,3913,10317
rmi://paradent-37.rennes.grid5000.fr:59907,3912,12691
rmi://paradent-30.rennes.grid5000.fr:52425,3917,11175
rmi://paradent-32.rennes.grid5000.fr:41612,3917,10948
rmi://paradent-36.rennes.grid5000.fr:48594,3914,11999
rmi://paradent-33.rennes.grid5000.fr:32813,3903,11465
rmi://paramount-12.rennes.grid5000.fr:57554,3600,6848
rmi://paramount-11.rennes.grid5000.fr:56661,3576,6914
rmi://paramount-10.rennes.grid5000.fr:51562,3606,6947
rmi://paradent-49.rennes.grid5000.fr:44677,3911,12138
rmi://paradent-38.rennes.grid5000.fr:55831,3914,11310
rmi://paradent-3.rennes.grid5000.fr:35097,3909,12499
rmi://paradent-45.rennes.grid5000.fr:37291,3912,11236
rmi://paradent-43.rennes.grid5000.fr:44639,3921,12059
rmi://paradent-52.rennes.grid5000.fr:59314,3917,12054
rmi://paradent-57.rennes.grid5000.fr:60149,3916,11132
rmi://paradent-47.rennes.grid5000.fr:38542,3916,11815
rmi://paradent-4.rennes.grid5000.fr:60928,3914,11972
rmi://paradent-55.rennes.grid5000.fr:37669,3905,12436
rmi://paradent-50.rennes.grid5000.fr:58565,3916,12126
rmi://paradent-41.rennes.grid5000.fr:45620,3908,11191
rmi://paradent-40.rennes.grid5000.fr:51925,3910,12036
rmi://paradent-53.rennes.grid5000.fr:35119,3900,11571
rmi://paradent-56.rennes.grid5000.fr:35886,3902,11193
rmi://paradent-60.rennes.grid5000.fr:58040,3903,12305
rmi://paradent-44.rennes.grid5000.fr:43559,3910,12861
rmi://paradent-39.rennes.grid5000.fr:55739,3903,11429
rmi://paradent-48.rennes.grid5000.fr:51021,3909,10799
rmi://paradent-6.rennes.grid5000.fr:51033,3909,10922
rmi://paradent-54.rennes.grid5000.fr:55372,3910,11198
rmi://paradent-58.rennes.grid5000.fr:46711,3920,12109
rmi://paradent-64.rennes.grid5000.fr:53685,3913,10954
rmi://paradent-5.rennes.grid5000.fr:57838,3907,12527
rmi://paradent-59.rennes.grid5000.fr:48734,3906,13040
rmi://paradent-61.rennes.grid5000.fr:60841,3910,12260
rmi://paramount-30.rennes.grid5000.fr:42097,3594,6806
rmi://paradent-63.rennes.grid5000.fr:42924,3905,11310
rmi://paramount-13.rennes.grid5000.fr:53922,3596,7197
rmi://paramount-2.rennes.grid5000.fr:32908,3599,7763
rmi://paramount-26.rennes.grid5000.fr:47608,3578,6907
rmi://paramount-32.rennes.grid5000.fr:41732,3596,7307
rmi://paramount-27.rennes.grid5000.fr:44533,3598,7086
rmi://paramount-25.rennes.grid5000.fr:50743,3604,7181
rmi://paradent-9.rennes.grid5000.fr:46480,3910,11907
rmi://paradent-62.rennes.grid5000.fr:33873,3913,11645
rmi://paramount-23.rennes.grid5000.fr:37477,3590,6935
rmi://paradent-46.rennes.grid5000.fr:40681,3916,11414
rmi://paramount-29.rennes.grid5000.fr:36495,3598,6893
rmi://paramount-28.rennes.grid5000.fr:49831,3601,7246
rmi://paramount-22.rennes.grid5000.fr:36779,3775,8725
rmi://paramount-24.rennes.grid5000.fr:46130,3597,7741
rmi://paradent-7.rennes.grid5000.fr:47279,3911,12134
rmi://paramount-5.rennes.grid5000.fr:37055,3619,7101
rmi://paramount-8.rennes.grid5000.fr:38418,3606,7020
rmi://paramount-15.rennes.grid5000.fr:43156,3603,6459
rmi://paramount-3.rennes.grid5000.fr:44729,3609,7402
rmi://paramount-1.rennes.grid5000.fr:56981,3591,7370
rmi://paramount-33.rennes.grid5000.fr:44247,3597,6870
rmi://paramount-9.rennes.grid5000.fr:39578,3612,6918
rmi://parapluie-25.rennes.grid5000.fr:46794,2555,2229
rmi://parapluie-21.rennes.grid5000.fr:59558,2560,2479
rmi://parapluie-10.rennes.grid5000.fr:57413,2561,2422
rmi://parapluie-5.rennes.grid5000.fr:60303,2538,1940
rmi://parapluie-26.rennes.grid5000.fr:48558,2560,2026
rmi://parapluie-9.rennes.grid5000.fr:38160,2556,3027
rmi://parapluie-8.rennes.grid5000.fr:56809,2561,2334
rmi://paramount-18.rennes.grid5000.fr:59312,3625,7362
rmi://parapluie-1.rennes.grid5000.fr:51466,2566,1826
rmi://paramount-6.rennes.grid5000.fr:49794,3607,7290
rmi://parapluie-3.rennes.grid5000.fr:36417,2563,2623
