SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.getPreprocess(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l10_n6,/tmp/7424/spec/l10_n6,1,8,1,Thu Jun 16 13:18:09 UTC 2011,Thu Jun 16 13:18:12 UTC 2011,Thu Jun 16 13:36:44 UTC 2011,Thu Jan 01 00:18:32 UTC 1970,262144,8,917746,8,8,1572864,3440,520,9,520,8,6,8,520,23,8,9,
