SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n8,/tmp/8177/spec/l10_n8,1,16,2,Thu Aug 16 21:40:31 UTC 2012,Thu Aug 16 21:40:40 UTC 2012,Thu Aug 16 22:14:38 UTC 2012,Thu Aug 16 22:14:44 UTC 2012,2038,16777216,16,8,16,8,3432,9,8,32,14,4843,24,8,640,4843,9,
