WorkerName,StatesReceived,StatesComputed
rmi://ip-10-157-3-176.ec2.internal:43006,66448044,30895804
rmi://ip-10-157-3-176.ec2.internal:43006,66431583,31024769
rmi://ip-10-157-7-189.ec2.internal:54473,67793497,36939177
rmi://ip-10-157-7-189.ec2.internal:54473,67767023,36251007
rmi://ip-10-157-3-176.ec2.internal:43006,66435897,30740183
rmi://ip-10-157-7-189.ec2.internal:54473,67840829,36715323
rmi://ip-10-157-7-189.ec2.internal:54473,67634646,36088805
rmi://ip-10-157-3-176.ec2.internal:43006,66424146,30978533
rmi://ip-10-157-7-189.ec2.internal:54473,67757039,36345689
rmi://ip-10-157-3-176.ec2.internal:43006,66436441,31121663
rmi://ip-10-157-7-189.ec2.internal:54473,67858241,36889012
rmi://ip-10-157-3-176.ec2.internal:43006,66435310,31197612
rmi://ip-10-157-7-189.ec2.internal:54473,67775936,36503266
rmi://ip-10-157-7-189.ec2.internal:54473,67806977,36729493
rmi://ip-10-157-3-176.ec2.internal:43006,66445017,31023023
rmi://ip-10-157-3-176.ec2.internal:43006,66451198,31214827
