SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCWorkerSmartProxy.getCacheRateRatio(),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l12_n10,/mnt/tlc/3194/spec/l12_n10,1,16,8,Thu Aug 23 14:48:02 UTC 2012,Thu Aug 23 14:48:05 UTC 2012,Wed Aug 29 20:32:00 UTC 2012,Wed Aug 29 20:34:34 UTC 2012,539035,1073741824,16,2,16,2,860,3,12119,2,32,1812,255069,6,255069,2,172624,255069,255069,12119,3,
