SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.getPreprocess(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l12_n6,/tmp/4876/spec/l12_n6,1,18,1,Thu Jun 16 14:35:59 UTC 2011,Thu Jun 16 14:36:03 UTC 2011,Thu Jun 16 14:38:23 UTC 2011,,139,262144,18,846327,18,18,1572864,7740,1140,19,1140,18,3,18,1140,54,18,19,
