SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getCacheRateRatio(),.Proxy2.getCacheRate(),.Proxy2.getCacheRateRatio(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l4_n10,/mnt/tlc/1391/spec/l4_n10,1,16,8,Mon Aug 20 06:34:58 UTC 2012,Mon Aug 20 06:35:07 UTC 2012,Mon Aug 20 09:52:54 UTC 2012,Mon Aug 20 09:55:49 UTC 2012,11866,1073741824,16,16,2,860,3,9,2,32,42,133822,6,2,133822,3808,133822,133822,9,3,
