WorkerName,StatesReceived,StatesComputed
rmi://ip-10-29-137-180.ec2.internal:37624,67525945,126793911
rmi://ip-10-31-133-143.ec2.internal:43086,67521919,124852917
rmi://ip-10-31-133-143.ec2.internal:43086,67262924,125154551
rmi://ip-10-29-137-180.ec2.internal:37624,66386620,126573586
rmi://ip-10-29-137-180.ec2.internal:37624,66935249,126554229
rmi://ip-10-31-133-143.ec2.internal:43086,67200707,125241296
rmi://ip-10-31-133-143.ec2.internal:43086,66933731,124160938
rmi://ip-10-31-133-143.ec2.internal:43086,67158723,124728744
rmi://ip-10-29-137-180.ec2.internal:37624,67101244,126594294
rmi://ip-10-31-133-143.ec2.internal:43086,67781616,125259653
rmi://ip-10-29-137-180.ec2.internal:37624,66818687,126885735
rmi://ip-10-29-137-180.ec2.internal:37624,66961276,126631740
rmi://ip-10-31-133-143.ec2.internal:43086,67039914,125562169
rmi://ip-10-31-133-143.ec2.internal:43086,67109001,124464895
rmi://ip-10-29-137-180.ec2.internal:37624,67152160,126807607
rmi://ip-10-29-137-180.ec2.internal:37624,66852108,126515306
