SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),DiskFPSet.put(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),DiskFPSet.contains(..),TLCServer.intern(..),FPSet.putBlock(..),TLCServer.getConfigFileName(),FPSet.containsBlock(..),TLCServer.getPreprocess(),DiskFPSet.size(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCServer.getSpecFileName(),
l12_n6,/tmp/17184/spec/l12_n6,1,9,1,Thu Jun 16 23:29:58 UTC 2011,Thu Jun 16 23:30:04 UTC 2011,Thu Jun 16 23:33:31 UTC 2011,Thu Jan 01 00:03:26 UTC 1970,262144,9,927968,9,9,1572864,3870,590,10,590,9,3,9,590,27,9,10,
