Listening for transport dt_socket at address: 1044
TLC2 Version 2.05 of 23 July 2013
Running in Model-Checking mode.
Parsing file l12_n10.tla
Parsing file GridPerformanceTest.tla
Parsing file /mnt/tlc/42395/tla/tla2sany/StandardModules/TLC.tla
Parsing file /mnt/tlc/42395/tla/tla2sany/StandardModules/Integers.tla
Parsing file /mnt/tlc/42395/tla/tla2sany/StandardModules/FiniteSets.tla
Parsing file /mnt/tlc/42395/tla/tla2sany/StandardModules/Naturals.tla
Parsing file /mnt/tlc/42395/tla/tla2sany/StandardModules/Sequences.tla
Semantic processing of module Naturals
Semantic processing of module Integers
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module GridPerformanceTest
Semantic processing of module TLC
Semantic processing of module l12_n10
Starting... (2014-11-03 09:06:54)
Computing initial states...
Finished computing initial states: 1 distinct state generated.
Progress(8) at 2014-11-03 09:07:02: 44494 states generated (44,492 s/min), 13204 distinct states found (13,204 ds/min), 8746 states left on queue.
Progress(12) at 2014-11-03 09:08:02: 1352188 states generated (1,307,695 s/min), 279442 distinct states found (266,238 ds/min), 144214 states left on queue.
Progress(13) at 2014-11-03 09:09:02: 2661780 states generated (1,309,590 s/min), 519714 distinct states found (240,272 ds/min), 253527 states left on queue.
Progress(13) at 2014-11-03 09:10:02: 4023086 states generated (1,361,308 s/min), 760901 distinct states found (241,187 ds/min), 358584 states left on queue.
Progress(16) at 2014-11-03 09:11:02: 5279657 states generated (1,256,572 s/min), 979042 distinct states found (218,141 ds/min), 451068 states left on queue.
Progress(16) at 2014-11-03 09:12:02: 6619668 states generated (1,340,008 s/min), 1207993 distinct states found (228,951 ds/min), 546020 states left on queue.
Progress(16) at 2014-11-03 09:13:02: 7972108 states generated (1,352,442 s/min), 1428453 distinct states found (220,460 ds/min), 631234 states left on queue.
Progress(16) at 2014-11-03 09:14:02: 9326598 states generated (1,354,490 s/min), 1653663 distinct states found (225,210 ds/min), 720995 states left on queue.
Progress(17) at 2014-11-03 09:15:02: 10676340 states generated (1,349,742 s/min), 1883081 distinct states found (229,418 ds/min), 815438 states left on queue.
Progress(17) at 2014-11-03 09:16:02: 11950601 states generated (1,274,261 s/min), 2087928 distinct states found (204,847 ds/min), 892859 states left on queue.
Progress(17) at 2014-11-03 09:17:02: 13302503 states generated (1,351,903 s/min), 2303447 distinct states found (215,519 ds/min), 973187 states left on queue.
Progress(17) at 2014-11-03 09:18:02: 14662866 states generated (1,360,361 s/min), 2507369 distinct states found (203,922 ds/min), 1041072 states left on queue.
Progress(18) at 2014-11-03 09:19:02: 16013695 states generated (1,350,830 s/min), 2727818 distinct states found (220,449 ds/min), 1126438 states left on queue.
Progress(18) at 2014-11-03 09:20:02: 17369827 states generated (1,356,130 s/min), 2955482 distinct states found (227,664 ds/min), 1218492 states left on queue.
Progress(18) at 2014-11-03 09:21:02: 18676961 states generated (1,307,134 s/min), 3165780 distinct states found (210,298 ds/min), 1298074 states left on queue.
