WorkerName,StatesReceived,StatesComputed
rmi://bordereau-81.bordeaux.grid5000.fr:51475,9801,27458
rmi://bordereau-90.bordeaux.grid5000.fr:36014,10033,29343
rmi://borderline-2.bordeaux.grid5000.fr:40235,10159,32812
rmi://bordereau-80.bordeaux.grid5000.fr:34814,10335,31187
rmi://borderline-9.bordeaux.grid5000.fr:45093,9855,30934
rmi://bordereau-93.bordeaux.grid5000.fr:46133,9852,26974
rmi://borderline-3.bordeaux.grid5000.fr:34857,10045,34711
rmi://bordereau-9.bordeaux.grid5000.fr:46800,10577,35071
rmi://borderline-10.bordeaux.grid5000.fr:33357,10047,30658
rmi://bordereau-85.bordeaux.grid5000.fr:49908,10035,28863
rmi://bordereau-83.bordeaux.grid5000.fr:42854,10051,28632
rmi://bordereau-84.bordeaux.grid5000.fr:41874,10266,31910
rmi://bordereau-87.bordeaux.grid5000.fr:55124,9720,26523
rmi://borderline-4.bordeaux.grid5000.fr:35563,10252,30899
rmi://bordereau-91.bordeaux.grid5000.fr:58511,10270,34790
rmi://borderline-5.bordeaux.grid5000.fr:35948,10283,33856
rmi://bordereau-86.bordeaux.grid5000.fr:39271,10107,30588
rmi://bordereau-82.bordeaux.grid5000.fr:37620,10104,31760
rmi://bordereau-8.bordeaux.grid5000.fr:58371,10074,34115
rmi://bordereau-89.bordeaux.grid5000.fr:35336,10010,27688
rmi://bordereau-88.bordeaux.grid5000.fr:40844,10185,35761
rmi://borderline-6.bordeaux.grid5000.fr:43858,10207,32423
rmi://bordereau-92.bordeaux.grid5000.fr:43276,10117,30060
rmi://borderline-7.bordeaux.grid5000.fr:40949,9815,27726
rmi://borderline-8.bordeaux.grid5000.fr:54236,9853,28764
rmi://borderline-1.bordeaux.grid5000.fr:60416,10091,32468
