SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n6,/tmp/12793/spec/l10_n6,1,2,1,Mon Aug 06 09:45:49 UTC 2012,Mon Aug 06 09:45:52 UTC 2012,Mon Aug 06 09:48:20 UTC 2012,Mon Aug 06 09:48:20 UTC 2012,147,0,2,2,2,2,860,3,2,4,2,151,6,2,151,3,
