SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n6,/tmp/8841/spec/l10_n6,1,2,1,Fri Aug 03 14:51:40 UTC 2012,Fri Aug 03 14:51:42 UTC 2012,Fri Aug 03 14:54:08 UTC 2012,Fri Aug 03 14:54:09 UTC 2012,145,0,2,2,2,2,860,3,2,4,2,151,6,2,151,3,
