SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),TLCWorkerSmartProxy.getNextStates(..),TLCServer.getSpecFileName(),
l10_n8,/tmp/8177/spec/l10_n8,1,64,2,Thu Aug 16 21:05:50 UTC 2012,Thu Aug 16 21:05:58 UTC 2012,Thu Aug 16 21:15:19 UTC 2012,Thu Aug 16 21:15:36 UTC 2012,561,16777216,64,32,64,32,13728,33,32,128,34,7773,96,32,768,7773,33,
