SpecName,ConfigName,NumberFingerprintServer,NumberWorkers,NumberCores,ProcessStartupTime,ComputationStartupTime,ComputationEndTime,ProcessEndTime,TimePassedDuringComputationInSeconds,NumberDistinctStates,.Proxy2.exit(),TLCServer.registerFPSet(..),TLCServer.registerWorker(..),TLCServer.getIrredPolyForFP(),TLCServer.intern(..),TLCServer.getConfigFileName(),TLCWorkerSmartProxy.isAlive(),TLCServer.getPreprocess(),.Proxy2.getURI(),TLCServer.getFPSetManager(),.Proxy2.getNextStates(..),TLCServer.getFile(..),TLCServer.getCheckDeadlock(),.Proxy2.getCacheRate(),TLCWorkerSmartProxy.getNextStates(..),.Proxy2.isAlive(),TLCServer.getSpecFileName(),
l12_n10,/mnt/tlc/31174/spec/l12_n10,1,88,8,Wed Aug 15 20:02:04 UTC 2012,Wed Aug 15 20:02:07 UTC 2012,Thu Aug 16 23:02:18 UTC 2012,Thu Aug 16 23:03:40 UTC 2012,97211,1073741824,88,11,88,11,4730,12,10520,11,176,352,258701,33,11,172304,258701,10520,12,
